word,is_clueable,zipf,pos,flags,theme_tags,banned,in_must_keep,sources
MONSIGNOR,True,2.93,noun,atomic=False,,False,,BAS|PLAY|WL
MONSOON,True,3.33,noun,atomic=False,,False,,BAS|PLAY|WL
MONSOONAL,True,,,,,False,,PLAY|WL
MONSOONS,True,,,,,False,,PLAY|WL
MONSTER,True,4.49,noun,atomic=False,,False,,BAS|PLAY|WL
MONSTERA,True,,,,,False,,PLAY|WL
MONSTERAS,True,,,,,False,,PLAY|WL
MONSTERS,True,4.17,noun,atomic=False,,False,,BAS|PLAY|WL
MONSTROUS,True,3.41,adj,atomic=False,,False,,BAS|PLAY|WL
MONTADALE,True,,,,,False,,PLAY|WL
MONTAGE,True,3.33,noun,atomic=False,,False,,BAS|PLAY|WL
MONTAGED,True,,,,,False,,PLAY|WL
MONTAGES,True,,,,,False,,PLAY|WL
MONTAGING,True,,,,,False,,PLAY|WL
MONTANE,True,,,,,False,,PLAY|WL
MONTANES,True,,,,,False,,PLAY|WL
MONTE,True,3.69,noun,atomic=True,,False,,BAS|PLAY|WL
MONTEITH,True,,,,,False,,PLAY|WL
MONTEITHS,True,,,,,False,,PLAY|WL
MONTERO,True,,,,,False,,PLAY|WL
MONTEROS,True,,,,,False,,PLAY|WL
MONTES,True,,,,,False,,PLAY|WL
MONTH,True,5.25,noun,atomic=True,,False,,BAS|PLAY|WL
MONTHLIES,True,,,,,False,,PLAY|WL
MONTHLONG,True,,,,,False,,PLAY|WL
MONTHLY,True,4.5,noun,atomic=False,,False,,BAS|PLAY|WL
MONTHS,True,5.35,noun,atomic=True,,False,,BAS|PLAY|WL
MONUMENT,True,3.9,noun,atomic=False,,False,,BAS|PLAY|WL
MONUMENTS,True,3.69,noun,atomic=False,,False,,BAS|PLAY|WL
MONURON,True,,,,,False,,PLAY|WL
MONURONS,True,,,,,False,,PLAY|WL
MONY,True,,,,,False,,PLAY|WL
MONZONITE,True,,,,,False,,PLAY|WL
MOO,True,3.15,noun,atomic=True,,False,,BAS|PLAY|WL
MOOCH,True,,,,,False,,PLAY|WL
MOOCHED,True,,,,,False,,PLAY|WL
MOOCHER,True,,,,,False,,PLAY|WL
MOOCHERS,True,,,,,False,,PLAY|WL
MOOCHES,True,,,,,False,,PLAY|WL
MOOCHING,True,,,,,False,,PLAY|WL
MOOD,True,4.44,noun,atomic=True,,False,,BAS|PLAY|WL
MOODIER,True,,,,,False,,PLAY|WL
MOODIEST,True,,,,,False,,PLAY|WL
MOODILY,True,,,,,False,,PLAY|WL
MOODINESS,True,,,,,False,,PLAY|WL
MOODS,True,3.37,noun,atomic=True,,False,,BAS|PLAY|WL
MOODY,True,3.7,noun,atomic=True,,False,,BAS|PLAY|WL
MOOED,True,,,,,False,,PLAY|WL
MOOING,True,,,,,False,,PLAY|WL
MOOL,True,,,,,False,,PLAY|WL
MOOLA,True,,,,,False,,PLAY|WL
MOOLAH,True,,,,,False,,PLAY|WL
MOOLAHS,True,,,,,False,,PLAY|WL
MOOLAS,True,,,,,False,,PLAY|WL
MOOLEY,True,,,,,False,,PLAY|WL
MOOLEYS,True,,,,,False,,PLAY|WL
MOOLS,True,,,,,False,,PLAY|WL
MOON,True,4.7,noun,atomic=True,,False,,BAS|PLAY|WL
MOONBEAM,True,,,,,False,,PLAY|WL
MOONBEAMS,True,,,,,False,,PLAY|WL
MOONBOW,True,,,,,False,,PLAY|WL
MOONBOWS,True,,,,,False,,PLAY|WL
MOONCALF,True,,,,,False,,PLAY|WL
MOONDUST,True,,,,,False,,PLAY|WL
MOONDUSTS,True,,,,,False,,PLAY|WL
MOONED,True,,,,,False,,PLAY|WL
MOONEYE,True,,,,,False,,PLAY|WL
MOONEYES,True,,,,,False,,PLAY|WL
MOONFACED,True,,,,,False,,PLAY|WL
MOONFISH,True,,,,,False,,PLAY|WL
MOONIER,True,,,,,False,,PLAY|WL
MOONIEST,True,,,,,False,,PLAY|WL
MOONILY,True,,,,,False,,PLAY|WL
MOONING,True,,,,,False,,PLAY|WL
MOONISH,True,,,,,False,,PLAY|WL
MOONISHLY,True,,,,,False,,PLAY|WL
MOONLESS,True,,,,,False,,PLAY|WL
MOONLET,True,,,,,False,,PLAY|WL
MOONLETS,True,,,,,False,,PLAY|WL
MOONLIGHT,True,3.61,noun,atomic=False,,False,,BAS|PLAY|WL
MOONLIKE,True,,,,,False,,PLAY|WL
MOONLIT,True,2.63,adj,atomic=False,,False,,BAS|PLAY|WL
MOONPORT,True,,,,,False,,PLAY|WL
MOONPORTS,True,,,,,False,,PLAY|WL
MOONQUAKE,True,,,,,False,,PLAY|WL
MOONRISE,True,,,,,False,,PLAY|WL
MOONRISES,True,,,,,False,,PLAY|WL
MOONS,True,3.38,noun,atomic=True,,False,,BAS|PLAY|WL
MOONSAIL,True,,,,,False,,PLAY|WL
MOONSAILS,True,,,,,False,,PLAY|WL
MOONSCAPE,True,,,,,False,,PLAY|WL
MOONSEED,True,,,,,False,,PLAY|WL
MOONSEEDS,True,,,,,False,,PLAY|WL
MOONSET,True,,,,,False,,PLAY|WL
MOONSETS,True,,,,,False,,PLAY|WL
MOONSHINE,True,2.93,noun,atomic=False,,False,,BAS|PLAY|WL
MOONSHOT,True,,,,,False,,PLAY|WL
MOONSHOTS,True,,,,,False,,PLAY|WL
MOONSTONE,True,2.62,noun,atomic=False,,False,,BAS|PLAY|WL
MOONWALK,True,,,,,False,,PLAY|WL
MOONWALKS,True,,,,,False,,PLAY|WL
MOONWARD,True,,,,,False,,PLAY|WL
MOONWORT,True,,,,,False,,PLAY|WL
MOONWORTS,True,,,,,False,,PLAY|WL
MOONY,True,,,,,False,,PLAY|WL
MOOR,True,3.35,noun,atomic=True,,False,,BAS|PLAY|WL
MOORAGE,True,,,,,False,,PLAY|WL
MOORAGES,True,,,,,False,,PLAY|WL
MOORCOCK,True,,,,,False,,PLAY|WL
MOORCOCKS,True,,,,,False,,PLAY|WL
MOORED,True,2.89,verb,atomic=True,,False,,BAS|PLAY|WL
MOORFOWL,True,,,,,False,,PLAY|WL
MOORFOWLS,True,,,,,False,,PLAY|WL
MOORHEN,True,,,,,False,,PLAY|WL
MOORHENS,True,,,,,False,,PLAY|WL
MOORIER,True,,,,,False,,PLAY|WL
MOORIEST,True,,,,,False,,PLAY|WL
MOORING,True,2.84,noun,atomic=False,,False,,BAS|PLAY|WL
MOORINGS,True,2.64,noun,atomic=False,,False,,BAS|PLAY|WL
MOORISH,True,2.76,noun,atomic=False,,False,,BAS|PLAY|WL
MOORLAND,True,2.68,noun,atomic=False,,False,,BAS|PLAY|WL
MOORLANDS,True,,,,,False,,PLAY|WL
MOORS,True,3.18,noun,atomic=True,,False,,BAS|PLAY|WL
MOORWORT,True,,,,,False,,PLAY|WL
MOORWORTS,True,,,,,False,,PLAY|WL
MOORY,True,,,,,False,,PLAY|WL
MOOS,True,,,,,False,,PLAY|WL
MOOSE,True,3.61,noun,atomic=True,,False,,BAS|PLAY|WL
MOOT,True,3.23,noun,atomic=True,,False,,BAS|PLAY|WL
MOOTED,True,,,,,False,,PLAY|WL
MOOTER,True,,,,,False,,PLAY|WL
MOOTERS,True,,,,,False,,PLAY|WL
MOOTING,True,,,,,False,,PLAY|WL
MOOTS,True,,,,,False,,PLAY|WL
MOP,True,3.39,noun,atomic=True,,False,,BAS|PLAY|WL
MOPBOARD,True,,,,,False,,PLAY|WL
MOPBOARDS,True,,,,,False,,PLAY|WL
MOPE,True,,,,,False,,PLAY|WL
MOPED,True,2.78,noun,atomic=True,,False,,BAS|PLAY|WL
MOPEDS,True,,,,,False,,PLAY|WL
MOPER,True,,,,,False,,PLAY|WL
MOPERIES,True,,,,,False,,PLAY|WL
MOPERS,True,,,,,False,,PLAY|WL
MOPERY,True,,,,,False,,PLAY|WL
MOPES,True,,,,,False,,PLAY|WL
MOPEY,True,,,,,False,,PLAY|WL
MOPIER,True,,,,,False,,PLAY|WL
MOPIEST,True,,,,,False,,PLAY|WL
MOPING,True,,,,,False,,PLAY|WL
MOPINGLY,True,,,,,False,,PLAY|WL
MOPISH,True,,,,,False,,PLAY|WL
MOPISHLY,True,,,,,False,,PLAY|WL
MOPOKE,True,,,,,False,,PLAY|WL
MOPOKES,True,,,,,False,,PLAY|WL
MOPPED,True,,,,,False,,PLAY|WL
MOPPER,True,,,,,False,,PLAY|WL
MOPPERS,True,,,,,False,,PLAY|WL
MOPPET,True,,,,,False,,PLAY|WL
MOPPETS,True,,,,,False,,PLAY|WL
MOPPING,True,2.75,noun,atomic=False,,False,,BAS|PLAY|WL
MOPS,True,,,,,False,,PLAY|WL
MOPY,True,,,,,False,,PLAY|WL
MOQUETTE,True,,,,,False,,PLAY|WL
MOQUETTES,True,,,,,False,,PLAY|WL
MOR,True,,,,,False,,PLAY|WL
MORA,True,,,,,False,,PLAY|WL
MORAE,True,,,,,False,,PLAY|WL
MORAINAL,True,,,,,False,,PLAY|WL
MORAINE,True,2.69,noun,atomic=True,,False,,BAS|PLAY|WL
MORAINES,True,,,,,False,,PLAY|WL
MORAINIC,True,,,,,False,,PLAY|WL
MORAL,True,4.46,noun,atomic=True,,False,,BAS|PLAY|WL
MORALE,True,3.66,noun,atomic=True,,False,,BAS|PLAY|WL
MORALES,True,3.33,noun,atomic=True,,False,,BAS|PLAY|WL
MORALISE,True,,,,,False,,PLAY|WL
MORALISED,True,,,,,False,,PLAY|WL
MORALISES,True,,,,,False,,PLAY|WL
MORALISM,True,,,,,False,,PLAY|WL
MORALISMS,True,,,,,False,,PLAY|WL
MORALIST,True,,,,,False,,PLAY|WL
MORALISTS,True,,,,,False,,PLAY|WL
MORALITY,True,3.86,noun,atomic=False,,False,,BAS|PLAY|WL
MORALIZE,True,,,,,False,,PLAY|WL
MORALIZED,True,,,,,False,,PLAY|WL
MORALIZER,True,,,,,False,,PLAY|WL
MORALIZES,True,,,,,False,,PLAY|WL
MORALLY,True,3.63,adv,atomic=False,,False,,BAS|PLAY|WL
MORALS,True,3.65,noun,atomic=True,,False,,BAS|PLAY|WL
MORAS,True,,,,,False,,PLAY|WL
MORASS,True,,,,,False,,PLAY|WL
MORASSES,True,,,,,False,,PLAY|WL
MORASSY,True,,,,,False,,PLAY|WL
MORATORIA,True,,,,,False,,PLAY|WL
MORATORY,True,,,,,False,,PLAY|WL
MORAY,True,3.02,noun,atomic=True,,False,,BAS|PLAY|WL
MORAYS,True,,,,,False,,PLAY|WL
MORBID,True,3.26,adj,atomic=False,,False,,BAS|PLAY|WL
MORBIDITY,True,2.95,noun,atomic=False,,False,,BAS|PLAY|WL
MORBIDLY,True,,,,,False,,PLAY|WL
MORBIFIC,True,,,,,False,,PLAY|WL
MORBILLI,True,,,,,False,,PLAY|WL
MORCEAU,True,,,,,False,,PLAY|WL
MORCEAUX,True,,,,,False,,PLAY|WL
MORDANCY,True,,,,,False,,PLAY|WL
MORDANT,True,,,,,False,,PLAY|WL
MORDANTED,True,,,,,False,,PLAY|WL
MORDANTLY,True,,,,,False,,PLAY|WL
MORDANTS,True,,,,,False,,PLAY|WL
MORDENT,True,,,,,False,,PLAY|WL
MORDENTS,True,,,,,False,,PLAY|WL
MORE,True,6.36,noun,atomic=True,,False,,BAS|PLAY|WL
MOREEN,True,,,,,False,,PLAY|WL
MOREENS,True,,,,,False,,PLAY|WL
MOREL,True,2.62,noun,atomic=True,,False,,BAS|PLAY|WL
MORELLE,True,,,,,False,,PLAY|WL
MORELLES,True,,,,,False,,PLAY|WL
MORELLO,True,2.6,noun,atomic=False,,False,,BAS|PLAY|WL
MORELLOS,True,,,,,False,,PLAY|WL
MORELS,True,,,,,False,,PLAY|WL
MOREOVER,True,4.16,adv,atomic=False,,False,,BAS|PLAY|WL
MORES,True,2.82,noun,atomic=True,,False,,BAS|PLAY|WL
MORESQUE,True,,,,,False,,PLAY|WL
MORESQUES,True,,,,,False,,PLAY|WL
MORGAN,True,4.42,noun,atomic=False,,False,,BAS|PLAY|WL
MORGANITE,True,,,,,False,,PLAY|WL
MORGANS,True,,,,,False,,PLAY|WL
MORGEN,True,,,,,False,,PLAY|WL
MORGENS,True,,,,,False,,PLAY|WL
MORGUE,True,3.08,noun,atomic=True,,False,,BAS|PLAY|WL
MORGUES,True,,,,,False,,PLAY|WL
MORIBUND,True,,,,,False,,PLAY|WL
MORION,True,,,,,False,,PLAY|WL
MORIONS,True,,,,,False,,PLAY|WL
MORN,True,3.05,noun,atomic=True,,False,,BAS|PLAY|WL
MORNING,True,5.33,noun,atomic=False,,False,,BAS|PLAY|WL
MORNINGS,True,3.66,noun,atomic=False,,False,,BAS|PLAY|WL
MORNS,True,,,,,False,,PLAY|WL
MOROCCO,True,3.8,noun,atomic=False,,False,,BAS|PLAY|WL
MOROCCOS,True,,,,,False,,PLAY|WL
MORON,True,3.75,noun,atomic=False,,False,,BAS|PLAY|WL
MORONIC,True,2.79,adj,atomic=False,,False,,BAS|PLAY|WL
MORONISM,True,,,,,False,,PLAY|WL
MORONISMS,True,,,,,False,,PLAY|WL
MORONITY,True,,,,,False,,PLAY|WL
MORONS,True,3.52,noun,atomic=False,,False,,BAS|PLAY|WL
MOROSE,True,,,,,False,,PLAY|WL
MOROSELY,True,,,,,False,,PLAY|WL
MOROSITY,True,,,,,False,,PLAY|WL
MORPH,True,3.07,verb,atomic=True,,False,,BAS|PLAY|WL
MORPHEME,True,,,,,False,,PLAY|WL
MORPHEMES,True,,,,,False,,PLAY|WL
MORPHEMIC,True,,,,,False,,PLAY|WL
MORPHIA,True,,,,,False,,PLAY|WL
MORPHIAS,True,,,,,False,,PLAY|WL
MORPHIC,True,,,,,False,,PLAY|WL
MORPHIN,True,,,,,False,,PLAY|WL
MORPHINE,True,3.37,noun,atomic=False,,False,,BAS|PLAY|WL
MORPHINES,True,,,,,False,,PLAY|WL
MORPHINS,True,,,,,False,,PLAY|WL
MORPHO,True,,,,,False,,PLAY|WL
MORPHOGEN,True,,,,,False,,PLAY|WL
MORPHOS,True,,,,,False,,PLAY|WL
MORPHS,True,2.63,verb,atomic=True,,False,,BAS|PLAY|WL
MORRION,True,,,,,False,,PLAY|WL
MORRIONS,True,,,,,False,,PLAY|WL
MORRIS,True,4.15,noun,atomic=False,,False,,BAS|PLAY|WL
MORRISES,True,,,,,False,,PLAY|WL
MORRO,True,,,,,False,,PLAY|WL
MORROS,True,,,,,False,,PLAY|WL
MORROW,True,3.42,noun,atomic=False,,False,,BAS|PLAY|WL
MORROWS,True,,,,,False,,PLAY|WL
MORS,True,,,,,False,,PLAY|WL
MORSE,True,3.52,noun,atomic=True,,False,,BAS|PLAY|WL
MORSEL,True,,,,,False,,PLAY|WL
MORSELED,True,,,,,False,,PLAY|WL
MORSELING,True,,,,,False,,PLAY|WL
MORSELLED,True,,,,,False,,PLAY|WL
MORSELS,True,,,,,False,,PLAY|WL
MORT,True,,,,,False,,PLAY|WL
MORTAL,True,3.86,noun,atomic=False,,False,,BAS|PLAY|WL
MORTALITY,True,3.9,noun,atomic=False,,False,,BAS|PLAY|WL
MORTALLY,True,2.75,adv,atomic=False,,False,,BAS|PLAY|WL
MORTALS,True,3.19,noun,atomic=False,,False,,BAS|PLAY|WL
MORTAR,True,3.75,noun,atomic=False,,False,,BAS|PLAY|WL
MORTARED,True,,,,,False,,PLAY|WL
MORTARING,True,,,,,False,,PLAY|WL
MORTARS,True,3.14,noun,atomic=False,,False,,BAS|PLAY|WL
MORTARY,True,,,,,False,,PLAY|WL
MORTGAGE,True,4.39,noun,atomic=False,,False,,BAS|PLAY|WL
MORTGAGED,True,2.64,verb,atomic=False,,False,,BAS|PLAY|WL
MORTGAGEE,True,,,,,False,,PLAY|WL
MORTGAGER,True,,,,,False,,PLAY|WL
MORTGAGES,True,3.69,noun,atomic=False,,False,,BAS|PLAY|WL
MORTGAGOR,True,,,,,False,,PLAY|WL
MORTICE,True,,,,,False,,PLAY|WL
MORTICED,True,,,,,False,,PLAY|WL
MORTICES,True,,,,,False,,PLAY|WL
MORTICIAN,True,,,,,False,,PLAY|WL
MORTICING,True,,,,,False,,PLAY|WL
MORTIFIED,True,2.97,verb,atomic=False,,False,,BAS|PLAY|WL
MORTIFIES,True,,,,,False,,PLAY|WL
MORTIFY,True,,,,,False,,PLAY|WL
MORTISE,True,,,,,False,,PLAY|WL
MORTISED,True,,,,,False,,PLAY|WL
MORTISER,True,,,,,False,,PLAY|WL
MORTISERS,True,,,,,False,,PLAY|WL
MORTISES,True,,,,,False,,PLAY|WL
MORTISING,True,,,,,False,,PLAY|WL
MORTMAIN,True,,,,,False,,PLAY|WL
MORTMAINS,True,,,,,False,,PLAY|WL
MORTS,True,,,,,False,,PLAY|WL
MORTUARY,True,3.04,noun,atomic=False,,False,,BAS|PLAY|WL
MORULA,True,,,,,False,,PLAY|WL
MORULAE,True,,,,,False,,PLAY|WL
MORULAR,True,,,,,False,,PLAY|WL
MORULAS,True,,,,,False,,PLAY|WL
MOS,True,3.43,noun,atomic=True,,False,,BAS|PLAY|WL
MOSAIC,True,3.58,noun,atomic=False,,False,,BAS|PLAY|WL
MOSAICISM,True,,,,,False,,PLAY|WL
MOSAICIST,True,,,,,False,,PLAY|WL
MOSAICKED,True,,,,,False,,PLAY|WL
MOSAICS,True,2.87,noun,atomic=False,,False,,BAS|PLAY|WL
MOSASAUR,True,,,,,False,,PLAY|WL
MOSASAURS,True,,,,,False,,PLAY|WL
MOSCHATE,True,,,,,False,,PLAY|WL
MOSEY,True,,,,,False,,PLAY|WL
MOSEYED,True,,,,,False,,PLAY|WL
MOSEYING,True,,,,,False,,PLAY|WL
MOSEYS,True,,,,,False,,PLAY|WL
MOSHAV,True,,,,,False,,PLAY|WL
MOSHAVIM,True,,,,,False,,PLAY|WL
MOSK,True,,,,,False,,PLAY|WL
MOSKS,True,,,,,False,,PLAY|WL
MOSQUE,True,3.89,noun,atomic=True,,False,,BAS|PLAY|WL
MOSQUES,True,3.4,noun,atomic=True,,False,,BAS|PLAY|WL
MOSQUITO,True,3.61,noun,atomic=False,,False,,BAS|PLAY|WL
MOSQUITOS,True,2.76,noun,atomic=False,,False,,BAS|PLAY|WL
MOSS,True,3.89,noun,atomic=True,,False,,BAS|PLAY|WL
MOSSBACK,True,,,,,False,,PLAY|WL
MOSSBACKS,True,,,,,False,,PLAY|WL
MOSSED,True,,,,,False,,PLAY|WL
MOSSER,True,,,,,False,,PLAY|WL
MOSSERS,True,,,,,False,,PLAY|WL
MOSSES,True,2.66,noun,atomic=False,,False,,BAS|PLAY|WL
MOSSIER,True,,,,,False,,PLAY|WL
MOSSIEST,True,,,,,False,,PLAY|WL
MOSSING,True,,,,,False,,PLAY|WL
MOSSLIKE,True,,,,,False,,PLAY|WL
MOSSO,True,,,,,False,,PLAY|WL
MOSSY,True,2.64,adj,atomic=True,,False,,BAS|PLAY|WL
MOST,True,6.0,adj,atomic=True,,False,,BAS|PLAY|WL
MOSTE,True,,,,,False,,PLAY|WL
MOSTEST,True,,,,,False,,PLAY|WL
MOSTESTS,True,,,,,False,,PLAY|WL
MOSTLY,True,4.83,adv,atomic=False,,False,,BAS|PLAY|WL
MOSTS,True,,,,,False,,PLAY|WL
MOT,True,3.1,noun,atomic=True,,False,,BAS|PLAY|WL
MOTE,True,2.63,noun,atomic=True,,False,,BAS|PLAY|WL
MOTEL,True,3.61,noun,atomic=False,,False,,BAS|PLAY|WL
MOTELS,True,2.9,noun,atomic=False,,False,,BAS|PLAY|WL
MOTES,True,,,,,False,,PLAY|WL
MOTET,True,,,,,False,,PLAY|WL
MOTETS,True,,,,,False,,PLAY|WL
MOTEY,True,,,,,False,,PLAY|WL
MOTH,True,3.5,noun,atomic=True,,False,,BAS|PLAY|WL
MOTHBALL,True,,,,,False,,PLAY|WL
MOTHBALLS,True,,,,,False,,PLAY|WL
MOTHER,True,5.24,noun,atomic=False,,False,,BAS|PLAY|WL
MOTHERED,True,,,,,False,,PLAY|WL
MOTHERING,True,2.62,verb,atomic=False,,False,,BAS|PLAY|WL
MOTHERLY,True,2.72,adj,atomic=False,,False,,BAS|PLAY|WL
MOTHERS,True,4.32,noun,atomic=False,,False,,BAS|PLAY|WL
MOTHERY,True,,,,,False,,PLAY|WL
MOTHIER,True,,,,,False,,PLAY|WL
MOTHIEST,True,,,,,False,,PLAY|WL
MOTHLIKE,True,,,,,False,,PLAY|WL
MOTHPROOF,True,,,,,False,,PLAY|WL
MOTHS,True,3.21,noun,atomic=True,,False,,BAS|PLAY|WL
MOTHY,True,,,,,False,,PLAY|WL
MOTIF,True,3.4,noun,atomic=False,,False,,BAS|PLAY|WL
MOTIFIC,True,,,,,False,,PLAY|WL
MOTIFS,True,3.26,noun,atomic=False,,False,,BAS|PLAY|WL
MOTILE,True,,,,,False,,PLAY|WL
MOTILES,True,,,,,False,,PLAY|WL
MOTILITY,True,2.67,noun,atomic=False,,False,,BAS|PLAY|WL
MOTION,True,4.59,noun,atomic=False,,False,,BAS|PLAY|WL
MOTIONAL,True,,,,,False,,PLAY|WL
MOTIONED,True,,,,,False,,PLAY|WL
MOTIONER,True,,,,,False,,PLAY|WL
MOTIONERS,True,,,,,False,,PLAY|WL
MOTIONING,True,,,,,False,,PLAY|WL
MOTIONS,True,3.55,noun,atomic=False,,False,,BAS|PLAY|WL
MOTIVATE,True,3.6,verb,atomic=False,,False,,BAS|PLAY|WL
MOTIVATED,True,4.14,verb,atomic=False,,False,,BAS|PLAY|WL
MOTIVATES,True,3.17,verb,atomic=False,,False,,BAS|PLAY|WL
MOTIVATOR,True,2.9,noun,atomic=False,,False,,BAS|PLAY|WL
MOTIVE,True,3.94,noun,atomic=False,,False,,BAS|PLAY|WL
MOTIVED,True,,,,,False,,PLAY|WL
MOTIVES,True,3.73,noun,atomic=False,,False,,BAS|PLAY|WL
MOTIVIC,True,,,,,False,,PLAY|WL
MOTIVING,True,,,,,False,,PLAY|WL
MOTIVITY,True,,,,,False,,PLAY|WL
MOTLEY,True,3.09,noun,atomic=False,,False,,BAS|PLAY|WL
MOTLEYER,True,,,,,False,,PLAY|WL
MOTLEYEST,True,,,,,False,,PLAY|WL
MOTLEYS,True,,,,,False,,PLAY|WL
MOTLIER,True,,,,,False,,PLAY|WL
MOTLIEST,True,,,,,False,,PLAY|WL
MOTMOT,True,,,,,False,,PLAY|WL
MOTMOTS,True,,,,,False,,PLAY|WL
MOTOCROSS,True,,,,,False,,PLAY|WL
MOTOR,True,4.53,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORBIKE,True,3.19,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORBOAT,True,,,,,False,,PLAY|WL
MOTORBUS,True,,,,,False,,PLAY|WL
MOTORCADE,True,2.74,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORCAR,True,,,,,False,,PLAY|WL
MOTORCARS,True,,,,,False,,PLAY|WL
MOTORDOM,True,,,,,False,,PLAY|WL
MOTORDOMS,True,,,,,False,,PLAY|WL
MOTORED,True,,,,,False,,PLAY|WL
MOTORIC,True,,,,,False,,PLAY|WL
MOTORING,True,3.0,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORINGS,True,,,,,False,,PLAY|WL
MOTORISE,True,,,,,False,,PLAY|WL
MOTORISED,True,,,,,False,,PLAY|WL
MOTORISES,True,,,,,False,,PLAY|WL
MOTORIST,True,3.07,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORISTS,True,3.29,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORIZE,True,,,,,False,,PLAY|WL
MOTORIZED,True,3.12,verb,atomic=False,,False,,BAS|PLAY|WL
MOTORIZES,True,,,,,False,,PLAY|WL
MOTORLESS,True,,,,,False,,PLAY|WL
MOTORMAN,True,,,,,False,,PLAY|WL
MOTORMEN,True,,,,,False,,PLAY|WL
MOTORS,True,4.03,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORWAY,True,3.46,noun,atomic=False,,False,,BAS|PLAY|WL
MOTORWAYS,True,2.85,noun,atomic=False,,False,,BAS|PLAY|WL
MOTS,True,,,,,False,,PLAY|WL
MOTT,True,3.0,noun,atomic=True,,False,,BAS|PLAY|WL
MOTTE,True,,,,,False,,PLAY|WL
MOTTES,True,,,,,False,,PLAY|WL
MOTTLE,True,,,,,False,,PLAY|WL
MOTTLED,True,2.76,verb,atomic=False,,False,,BAS|PLAY|WL
MOTTLER,True,,,,,False,,PLAY|WL
MOTTLERS,True,,,,,False,,PLAY|WL
MOTTLES,True,,,,,False,,PLAY|WL
MOTTLING,True,,,,,False,,PLAY|WL
MOTTO,True,3.72,noun,atomic=False,,False,,BAS|PLAY|WL
MOTTOES,True,,,,,False,,PLAY|WL
MOTTOS,True,,,,,False,,PLAY|WL
MOTTS,True,,,,,False,,PLAY|WL
MOUCH,True,,,,,False,,PLAY|WL
MOUCHED,True,,,,,False,,PLAY|WL
MOUCHES,True,,,,,False,,PLAY|WL
MOUCHING,True,,,,,False,,PLAY|WL
MOUCHOIR,True,,,,,False,,PLAY|WL
MOUCHOIRS,True,,,,,False,,PLAY|WL
MOUE,True,,,,,False,,PLAY|WL
MOUES,True,,,,,False,,PLAY|WL
MOUFFLON,True,,,,,False,,PLAY|WL
MOUFFLONS,True,,,,,False,,PLAY|WL
MOUFLON,True,,,,,False,,PLAY|WL
MOUFLONS,True,,,,,False,,PLAY|WL
MOUILLE,True,,,,,False,,PLAY|WL
MOUJIK,True,,,,,False,,PLAY|WL
MOUJIKS,True,,,,,False,,PLAY|WL
MOULAGE,True,,,,,False,,PLAY|WL
MOULAGES,True,,,,,False,,PLAY|WL
MOULD,True,3.45,noun,atomic=True,,False,,BAS|PLAY|WL
MOULDED,True,3.0,verb,atomic=False,,False,,BAS|PLAY|WL
MOULDER,True,,,,,False,,PLAY|WL
MOULDERED,True,,,,,False,,PLAY|WL
MOULDERS,True,,,,,False,,PLAY|WL
MOULDIER,True,,,,,False,,PLAY|WL
MOULDIEST,True,,,,,False,,PLAY|WL
MOULDING,True,2.86,noun,atomic=False,,False,,BAS|PLAY|WL
MOULDINGS,True,,,,,False,,PLAY|WL
MOULDS,True,2.83,noun,atomic=True,,False,,BAS|PLAY|WL
MOULDY,True,,,,,False,,PLAY|WL
MOULIN,True,,,,,False,,PLAY|WL
MOULINS,True,,,,,False,,PLAY|WL
MOULT,True,,,,,False,,PLAY|WL
MOULTED,True,,,,,False,,PLAY|WL
MOULTER,True,,,,,False,,PLAY|WL
MOULTERS,True,,,,,False,,PLAY|WL
MOULTING,True,,,,,False,,PLAY|WL
MOULTS,True,,,,,False,,PLAY|WL
MOUND,True,3.6,noun,atomic=True,,False,,BAS|PLAY|WL
MOUNDED,True,,,,,False,,PLAY|WL
MOUNDING,True,,,,,False,,PLAY|WL
MOUNDS,True,3.22,noun,atomic=True,,False,,BAS|PLAY|WL
MOUNT,True,4.47,noun,atomic=True,,False,,BAS|PLAY|WL
MOUNTABLE,True,,,,,False,,PLAY|WL
MOUNTAIN,True,4.73,noun,atomic=False,,False,,BAS|PLAY|WL
MOUNTAINS,True,4.5,noun,atomic=False,,False,,BAS|PLAY|WL
MOUNTAINY,True,,,,,False,,PLAY|WL
MOUNTED,True,4.26,verb,atomic=False,,False,,BAS|PLAY|WL
MOUNTER,True,,,,,False,,PLAY|WL
MOUNTERS,True,,,,,False,,PLAY|WL
MOUNTING,True,3.86,noun,atomic=False,,False,,BAS|PLAY|WL
MOUNTINGS,True,,,,,False,,PLAY|WL
MOUNTS,True,3.52,noun,atomic=True,,False,,BAS|PLAY|WL
MOURN,True,3.43,verb,atomic=True,,False,,BAS|PLAY|WL
MOURNED,True,2.88,verb,atomic=True,,False,,BAS|PLAY|WL
MOURNER,True,,,,,False,,PLAY|WL
MOURNERS,True,2.88,noun,atomic=False,,False,,BAS|PLAY|WL
