word,is_clueable,zipf,pos,flags,theme_tags,banned,in_must_keep,sources
AUTOCROSS,True,,,,,False,,PLAY|WL
AUTODYNE,True,,,,,False,,PLAY|WL
AUTODYNES,True,,,,,False,,PLAY|WL
AUTOECISM,True,,,,,False,,PLAY|WL
AUTOED,True,,,,,False,,PLAY|WL
AUTOGAMY,True,,,,,False,,PLAY|WL
AUTOGENIC,True,,,,,False,,PLAY|WL
AUTOGENY,True,,,,,False,,PLAY|WL
AUTOGIRO,True,,,,,False,,PLAY|WL
AUTOGIROS,True,,,,,False,,PLAY|WL
AUTOGRAFT,True,,,,,False,,PLAY|WL
AUTOGRAPH,True,3.49,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOGYRO,True,,,,,False,,PLAY|WL
AUTOGYROS,True,,,,,False,,PLAY|WL
AUTOING,True,,,,,False,,PLAY|WL
AUTOLYSE,True,,,,,False,,PLAY|WL
AUTOLYSED,True,,,,,False,,PLAY|WL
AUTOLYSES,True,,,,,False,,PLAY|WL
AUTOLYSIS,True,,,,,False,,PLAY|WL
AUTOLYTIC,True,,,,,False,,PLAY|WL
AUTOLYZE,True,,,,,False,,PLAY|WL
AUTOLYZED,True,,,,,False,,PLAY|WL
AUTOLYZES,True,,,,,False,,PLAY|WL
AUTOMAKER,True,2.64,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOMAN,True,,,,,False,,PLAY|WL
AUTOMATA,True,2.91,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOMATE,True,3.08,verb,atomic=False,,False,,BAS|PLAY|WL
AUTOMATED,True,3.91,verb,atomic=False,,False,,BAS|PLAY|WL
AUTOMATES,True,,,,,False,,PLAY|WL
AUTOMATIC,True,4.36,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOMATON,True,2.68,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOMEN,True,,,,,False,,PLAY|WL
AUTONOMIC,True,2.73,adj,atomic=False,,False,,BAS|PLAY|WL
AUTONOMY,True,3.86,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOPILOT,True,3.16,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOPSIC,True,,,,,False,,PLAY|WL
AUTOPSIED,True,,,,,False,,PLAY|WL
AUTOPSIES,True,2.63,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOPSY,True,3.57,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOROUTE,True,,,,,False,,PLAY|WL
AUTOS,True,3.12,noun,atomic=False,,False,,BAS|PLAY|WL
AUTOSOMAL,True,2.62,adj,atomic=False,,False,,BAS|PLAY|WL
AUTOSOME,True,,,,,False,,PLAY|WL
AUTOSOMES,True,,,,,False,,PLAY|WL
AUTOTELIC,True,,,,,False,,PLAY|WL
AUTOTOMY,True,,,,,False,,PLAY|WL
AUTOTROPH,True,,,,,False,,PLAY|WL
AUTOTYPE,True,,,,,False,,PLAY|WL
AUTOTYPES,True,,,,,False,,PLAY|WL
AUTOTYPY,True,,,,,False,,PLAY|WL
AUTUMN,True,4.26,noun,atomic=False,,False,,BAS|PLAY|WL
AUTUMNAL,True,2.76,adj,atomic=False,,False,,BAS|PLAY|WL
AUTUMNS,True,,,,,False,,PLAY|WL
AUTUNITE,True,,,,,False,,PLAY|WL
AUTUNITES,True,,,,,False,,PLAY|WL
AUXESES,True,,,,,False,,PLAY|WL
AUXESIS,True,,,,,False,,PLAY|WL
AUXETIC,True,,,,,False,,PLAY|WL
AUXETICS,True,,,,,False,,PLAY|WL
AUXILIARY,True,3.74,noun,atomic=False,,False,,BAS|PLAY|WL
AUXIN,True,,,,,False,,PLAY|WL
AUXINIC,True,,,,,False,,PLAY|WL
AUXINS,True,,,,,False,,PLAY|WL
AUXOTROPH,True,,,,,False,,PLAY|WL
AVA,True,,,,,False,,PLAY|WL
AVADAVAT,True,,,,,False,,PLAY|WL
AVADAVATS,True,,,,,False,,PLAY|WL
AVAIL,True,3.59,noun,atomic=True,,False,,BAS|PLAY|WL
AVAILABLE,True,5.28,adj,atomic=False,,False,,BAS|PLAY|WL
AVAILABLY,True,,,,,False,,PLAY|WL
AVAILED,True,,,,,False,,PLAY|WL
AVAILING,True,,,,,False,,PLAY|WL
AVAILS,True,,,,,False,,PLAY|WL
AVALANCHE,True,3.48,noun,atomic=True,,False,,BAS|PLAY|WL
AVANT,True,,,,,False,,PLAY|WL
AVARICE,True,,,,,False,,PLAY|WL
AVARICES,True,,,,,False,,PLAY|WL
AVASCULAR,True,,,,,False,,PLAY|WL
AVAST,True,,,,,False,,PLAY|WL
AVATAR,True,3.69,noun,atomic=True,,False,,BAS|PLAY|WL
AVATARS,True,2.96,noun,atomic=True,,False,,BAS|PLAY|WL
AVAUNT,True,,,,,False,,PLAY|WL
AVE,True,,,,,False,,PLAY|WL
AVELLAN,True,,,,,False,,PLAY|WL
AVELLANE,True,,,,,False,,PLAY|WL
AVENGE,True,3.25,verb,atomic=True,,False,,BAS|PLAY|WL
AVENGED,True,2.96,verb,atomic=True,,False,,BAS|PLAY|WL
AVENGER,True,3.09,noun,atomic=True,,False,,BAS|PLAY|WL
AVENGERS,True,3.78,noun,atomic=True,,False,,BAS|PLAY|WL
AVENGES,True,,,,,False,,PLAY|WL
AVENGING,True,2.75,verb,atomic=False,,False,,BAS|PLAY|WL
AVENS,True,,,,,False,,PLAY|WL
AVENSES,True,,,,,False,,PLAY|WL
AVENTAIL,True,,,,,False,,PLAY|WL
AVENTAILS,True,,,,,False,,PLAY|WL
AVENUE,True,4.43,noun,atomic=False,,False,,BAS|PLAY|WL
AVENUES,True,3.5,noun,atomic=False,,False,,BAS|PLAY|WL
AVER,True,,,,,False,,PLAY|WL
AVERAGE,True,5.16,noun,atomic=False,,False,,BAS|PLAY|WL
AVERAGED,True,3.85,verb,atomic=False,,False,,BAS|PLAY|WL
AVERAGELY,True,,,,,False,,PLAY|WL
AVERAGES,True,3.64,noun,atomic=False,,False,,BAS|PLAY|WL
AVERAGING,True,3.73,verb,atomic=False,,False,,BAS|PLAY|WL
AVERMENT,True,,,,,False,,PLAY|WL
AVERMENTS,True,,,,,False,,PLAY|WL
AVERRED,True,,,,,False,,PLAY|WL
AVERRING,True,,,,,False,,PLAY|WL
AVERS,True,,,,,False,,PLAY|WL
AVERSE,True,3.06,adj,atomic=True,,False,,BAS|PLAY|WL
AVERSELY,True,,,,,False,,PLAY|WL
AVERSION,True,3.25,noun,atomic=False,,False,,BAS|PLAY|WL
AVERSIONS,True,,,,,False,,PLAY|WL
AVERSIVE,True,,,,,False,,PLAY|WL
AVERT,True,3.14,verb,atomic=True,,False,,BAS|PLAY|WL
AVERTED,True,3.07,verb,atomic=False,,False,,BAS|PLAY|WL
AVERTING,True,,,,,False,,PLAY|WL
AVERTS,True,,,,,False,,PLAY|WL
AVES,True,,,,,False,,PLAY|WL
AVGAS,True,,,,,False,,PLAY|WL
AVGASES,True,,,,,False,,PLAY|WL
AVGASSES,True,,,,,False,,PLAY|WL
AVIAN,True,3.14,adj,atomic=True,,False,,BAS|PLAY|WL
AVIANIZE,True,,,,,False,,PLAY|WL
AVIANIZED,True,,,,,False,,PLAY|WL
AVIANIZES,True,,,,,False,,PLAY|WL
AVIANS,True,,,,,False,,PLAY|WL
AVIARIES,True,,,,,False,,PLAY|WL
AVIARIST,True,,,,,False,,PLAY|WL
AVIARISTS,True,,,,,False,,PLAY|WL
AVIARY,True,,,,,False,,PLAY|WL
AVIATE,True,,,,,False,,PLAY|WL
AVIATED,True,,,,,False,,PLAY|WL
AVIATES,True,,,,,False,,PLAY|WL
AVIATING,True,,,,,False,,PLAY|WL
AVIATION,True,4.17,noun,atomic=False,,False,,BAS|PLAY|WL
AVIATIONS,True,,,,,False,,PLAY|WL
AVIATOR,True,2.97,noun,atomic=False,,False,,BAS|PLAY|WL
AVIATORS,True,2.69,noun,atomic=False,,False,,BAS|PLAY|WL
AVIATRIX,True,,,,,False,,PLAY|WL
AVICULAR,True,,,,,False,,PLAY|WL
AVID,True,3.5,adj,atomic=True,,False,,BAS|PLAY|WL
AVIDIN,True,,,,,False,,PLAY|WL
AVIDINS,True,,,,,False,,PLAY|WL
AVIDITIES,True,,,,,False,,PLAY|WL
AVIDITY,True,,,,,False,,PLAY|WL
AVIDLY,True,,,,,False,,PLAY|WL
AVIDNESS,True,,,,,False,,PLAY|WL
AVIFAUNA,True,,,,,False,,PLAY|WL
AVIFAUNAE,True,,,,,False,,PLAY|WL
AVIFAUNAL,True,,,,,False,,PLAY|WL
AVIFAUNAS,True,,,,,False,,PLAY|WL
AVIGATOR,True,,,,,False,,PLAY|WL
AVIGATORS,True,,,,,False,,PLAY|WL
AVION,True,,,,,False,,PLAY|WL
AVIONIC,True,,,,,False,,PLAY|WL
AVIONICS,True,2.81,noun,atomic=False,,False,,BAS|PLAY|WL
AVIONS,True,,,,,False,,PLAY|WL
AVIRULENT,True,,,,,False,,PLAY|WL
AVISO,True,,,,,False,,PLAY|WL
AVISOS,True,,,,,False,,PLAY|WL
AVO,True,,,,,False,,PLAY|WL
AVOCADO,True,3.45,noun,atomic=False,,False,,BAS|PLAY|WL
AVOCADOES,True,,,,,False,,PLAY|WL
AVOCADOS,True,2.92,noun,atomic=False,,False,,BAS|PLAY|WL
AVOCATION,True,,,,,False,,PLAY|WL
AVOCET,True,,,,,False,,PLAY|WL
AVOCETS,True,,,,,False,,PLAY|WL
AVODIRE,True,,,,,False,,PLAY|WL
AVODIRES,True,,,,,False,,PLAY|WL
AVOID,True,4.87,verb,atomic=True,,False,,BAS|PLAY|WL
AVOIDABLE,True,2.97,adj,atomic=False,,False,,BAS|PLAY|WL
AVOIDABLY,True,,,,,False,,PLAY|WL
AVOIDANCE,True,3.54,noun,atomic=False,,False,,BAS|PLAY|WL
AVOIDED,True,4.07,verb,atomic=False,,False,,BAS|PLAY|WL
AVOIDER,True,,,,,False,,PLAY|WL
AVOIDERS,True,,,,,False,,PLAY|WL
AVOIDING,True,4.07,verb,atomic=False,,False,,BAS|PLAY|WL
AVOIDS,True,3.5,verb,atomic=True,,False,,BAS|PLAY|WL
AVOS,True,,,,,False,,PLAY|WL
AVOSET,True,,,,,False,,PLAY|WL
AVOSETS,True,,,,,False,,PLAY|WL
AVOUCH,True,,,,,False,,PLAY|WL
AVOUCHED,True,,,,,False,,PLAY|WL
AVOUCHER,True,,,,,False,,PLAY|WL
AVOUCHERS,True,,,,,False,,PLAY|WL
AVOUCHES,True,,,,,False,,PLAY|WL
AVOUCHING,True,,,,,False,,PLAY|WL
AVOW,True,,,,,False,,PLAY|WL
AVOWABLE,True,,,,,False,,PLAY|WL
AVOWABLY,True,,,,,False,,PLAY|WL
AVOWAL,True,,,,,False,,PLAY|WL
AVOWALS,True,,,,,False,,PLAY|WL
AVOWED,True,2.66,verb,atomic=True,,False,,BAS|PLAY|WL
AVOWEDLY,True,,,,,False,,PLAY|WL
AVOWER,True,,,,,False,,PLAY|WL
AVOWERS,True,,,,,False,,PLAY|WL
AVOWING,True,,,,,False,,PLAY|WL
AVOWS,True,,,,,False,,PLAY|WL
AVULSE,True,,,,,False,,PLAY|WL
AVULSED,True,,,,,False,,PLAY|WL
AVULSES,True,,,,,False,,PLAY|WL
AVULSING,True,,,,,False,,PLAY|WL
AVULSION,True,,,,,False,,PLAY|WL
AVULSIONS,True,,,,,False,,PLAY|WL
AVUNCULAR,True,,,,,False,,PLAY|WL
AW,True,,,,,False,,PLAY|WL
AWA,True,,,,,False,,PLAY|WL
AWAIT,True,3.63,verb,atomic=True,,False,,BAS|PLAY|WL
AWAITED,True,3.58,verb,atomic=False,,False,,BAS|PLAY|WL
AWAITER,True,,,,,False,,PLAY|WL
AWAITERS,True,,,,,False,,PLAY|WL
AWAITING,True,3.75,verb,atomic=False,,False,,BAS|PLAY|WL
AWAITS,True,3.55,verb,atomic=True,,False,,BAS|PLAY|WL
AWAKE,True,4.14,verb,atomic=True,,False,,BAS|PLAY|WL
AWAKED,True,,,,,False,,PLAY|WL
AWAKEN,True,3.35,verb,atomic=False,,False,,BAS|PLAY|WL
AWAKENED,True,3.3,verb,atomic=False,,False,,BAS|PLAY|WL
AWAKENER,True,,,,,False,,PLAY|WL
AWAKENERS,True,,,,,False,,PLAY|WL
AWAKENING,True,3.72,noun,atomic=False,,False,,BAS|PLAY|WL
AWAKENS,True,3.22,verb,atomic=False,,False,,BAS|PLAY|WL
AWAKES,True,,,,,False,,PLAY|WL
AWAKING,True,,,,,False,,PLAY|WL
AWARD,True,4.88,noun,atomic=True,,False,,BAS|PLAY|WL
AWARDABLE,True,,,,,False,,PLAY|WL
AWARDED,True,4.35,verb,atomic=False,,False,,BAS|PLAY|WL
AWARDEE,True,,,,,False,,PLAY|WL
AWARDEES,True,,,,,False,,PLAY|WL
AWARDER,True,,,,,False,,PLAY|WL
AWARDERS,True,,,,,False,,PLAY|WL
AWARDING,True,3.4,noun,atomic=False,,False,,BAS|PLAY|WL
AWARDS,True,4.71,noun,atomic=True,,False,,BAS|PLAY|WL
AWARE,True,4.78,adj,atomic=True,,False,,BAS|PLAY|WL
AWARENESS,True,4.44,noun,atomic=False,,False,,BAS|PLAY|WL
AWASH,True,2.76,adj,atomic=True,,False,,BAS|PLAY|WL
AWAY,True,5.62,adj,atomic=True,,False,,BAS|PLAY|WL
AWAYNESS,True,,,,,False,,PLAY|WL
AWE,True,3.8,noun,atomic=True,,False,,BAS|PLAY|WL
AWEARY,True,,,,,False,,PLAY|WL
AWEATHER,True,,,,,False,,PLAY|WL
AWED,True,2.63,verb,atomic=True,,False,,BAS|PLAY|WL
AWEE,True,,,,,False,,PLAY|WL
AWEIGH,True,,,,,False,,PLAY|WL
AWEING,True,,,,,False,,PLAY|WL
AWELESS,True,,,,,False,,PLAY|WL
AWES,True,,,,,False,,PLAY|WL
AWESOME,True,4.92,adj,atomic=False,,False,,BAS|PLAY|WL
AWESOMELY,True,,,,,False,,PLAY|WL
AWESTRUCK,True,,,,,False,,PLAY|WL
AWFUL,True,4.46,adj,atomic=False,,False,,BAS|PLAY|WL
AWFULLER,True,,,,,False,,PLAY|WL
AWFULLEST,True,,,,,False,,PLAY|WL
AWFULLY,True,3.41,adv,atomic=False,,False,,BAS|PLAY|WL
AWFULNESS,True,,,,,False,,PLAY|WL
AWHILE,True,3.89,adv,atomic=True,,False,,BAS|PLAY|WL
AWHIRL,True,,,,,False,,PLAY|WL
AWING,True,,,,,False,,PLAY|WL
AWKWARD,True,4.29,adj,atomic=False,,False,,BAS|PLAY|WL
AWKWARDER,True,,,,,False,,PLAY|WL
AWKWARDLY,True,3.25,adv,atomic=False,,False,,BAS|PLAY|WL
AWL,True,,,,,False,,PLAY|WL
AWLESS,True,,,,,False,,PLAY|WL
AWLS,True,,,,,False,,PLAY|WL
AWLWORT,True,,,,,False,,PLAY|WL
AWLWORTS,True,,,,,False,,PLAY|WL
AWMOUS,True,,,,,False,,PLAY|WL
AWN,True,,,,,False,,PLAY|WL
AWNED,True,,,,,False,,PLAY|WL
AWNING,True,2.7,noun,atomic=True,,False,,BAS|PLAY|WL
AWNINGED,True,,,,,False,,PLAY|WL
AWNINGS,True,,,,,False,,PLAY|WL
AWNLESS,True,,,,,False,,PLAY|WL
AWNS,True,,,,,False,,PLAY|WL
AWNY,True,,,,,False,,PLAY|WL
AWOKE,True,3.15,verb,atomic=True,,False,,BAS|PLAY|WL
AWOKEN,True,2.72,verb,atomic=False,,False,,BAS|PLAY|WL
AWOL,True,2.7,noun,atomic=True,,False,,BAS|PLAY|WL
AWOLS,True,,,,,False,,PLAY|WL
AWRY,True,2.93,adj,atomic=True,,False,,BAS|PLAY|WL
AX,True,,,,,False,,PLAY|WL
AXAL,True,,,,,False,,PLAY|WL
AXE,True,3.79,noun,atomic=True,,False,,BAS|PLAY|WL
AXED,True,2.82,verb,atomic=True,,False,,BAS|PLAY|WL
AXEL,True,,,,,False,,PLAY|WL
AXELS,True,,,,,False,,PLAY|WL
AXEMAN,True,,,,,False,,PLAY|WL
AXEMEN,True,,,,,False,,PLAY|WL
AXENIC,True,,,,,False,,PLAY|WL
AXES,True,3.41,noun,atomic=False,,False,,BAS|PLAY|WL
AXIAL,True,3.15,adj,atomic=False,,False,,BAS|PLAY|WL
AXIALITY,True,,,,,False,,PLAY|WL
AXIALLY,True,,,,,False,,PLAY|WL
AXIL,True,,,,,False,,PLAY|WL
AXILE,True,,,,,False,,PLAY|WL
AXILLA,True,,,,,False,,PLAY|WL
AXILLAE,True,,,,,False,,PLAY|WL
AXILLAR,True,,,,,False,,PLAY|WL
AXILLARS,True,,,,,False,,PLAY|WL
AXILLARY,True,,,,,False,,PLAY|WL
AXILLAS,True,,,,,False,,PLAY|WL
AXILS,True,,,,,False,,PLAY|WL
AXING,True,,,,,False,,PLAY|WL
AXIOLOGY,True,,,,,False,,PLAY|WL
AXIOM,True,3.02,noun,atomic=False,,False,,BAS|PLAY|WL
AXIOMATIC,True,,,,,False,,PLAY|WL
AXIOMS,True,2.85,noun,atomic=False,,False,,BAS|PLAY|WL
AXION,True,,,,,False,,PLAY|WL
AXIONS,True,,,,,False,,PLAY|WL
AXIS,True,4.02,noun,atomic=False,,False,,BAS|PLAY|WL
AXISED,True,,,,,False,,PLAY|WL
AXISES,True,,,,,False,,PLAY|WL
AXITE,True,,,,,False,,PLAY|WL
AXITES,True,,,,,False,,PLAY|WL
AXLE,True,3.49,noun,atomic=True,,False,,BAS|PLAY|WL
AXLED,True,,,,,False,,PLAY|WL
AXLES,True,2.98,noun,atomic=True,,False,,BAS|PLAY|WL
AXLETREE,True,,,,,False,,PLAY|WL
AXLETREES,True,,,,,False,,PLAY|WL
AXLIKE,True,,,,,False,,PLAY|WL
AXMAN,True,,,,,False,,PLAY|WL
AXMEN,True,,,,,False,,PLAY|WL
AXOLOTL,True,,,,,False,,PLAY|WL
AXOLOTLS,True,,,,,False,,PLAY|WL
AXON,True,2.67,noun,atomic=False,,False,,BAS|PLAY|WL
AXONAL,True,,,,,False,,PLAY|WL
AXONE,True,,,,,False,,PLAY|WL
AXONEMAL,True,,,,,False,,PLAY|WL
AXONEME,True,,,,,False,,PLAY|WL
AXONEMES,True,,,,,False,,PLAY|WL
AXONES,True,,,,,False,,PLAY|WL
AXONIC,True,,,,,False,,PLAY|WL
AXONS,True,,,,,False,,PLAY|WL
AXOPLASM,True,,,,,False,,PLAY|WL
AXOPLASMS,True,,,,,False,,PLAY|WL
AXSEED,True,,,,,False,,PLAY|WL
AXSEEDS,True,,,,,False,,PLAY|WL
AY,True,,,,,False,,PLAY|WL
AYAH,True,,,,,False,,PLAY|WL
AYAHS,True,,,,,False,,PLAY|WL
AYAHUASCA,True,,,,,False,,PLAY|WL
AYATOLLAH,True,2.92,noun,atomic=False,,False,,BAS|PLAY|WL
AYE,True,,,,,False,,PLAY|WL
AYES,True,,,,,False,,PLAY|WL
AYIN,True,,,,,False,,PLAY|WL
AYINS,True,,,,,False,,PLAY|WL
AYS,True,,,,,False,,PLAY|WL
AYURVEDA,True,2.61,noun,atomic=False,,False,,BAS|PLAY|WL
AYURVEDAS,True,,,,,False,,PLAY|WL
AZALEA,True,3.05,noun,atomic=False,,False,,BAS|PLAY|WL
AZALEAS,True,,,,,False,,PLAY|WL
AZAN,True,,,,,False,,PLAY|WL
AZANS,True,,,,,False,,PLAY|WL
AZEOTROPE,True,,,,,False,,PLAY|WL
AZIDE,True,,,,,False,,PLAY|WL
AZIDES,True,,,,,False,,PLAY|WL
AZIDO,True,,,,,False,,PLAY|WL
AZIMUTH,True,,,,,False,,PLAY|WL
AZIMUTHAL,True,,,,,False,,PLAY|WL
AZIMUTHS,True,,,,,False,,PLAY|WL
AZINE,True,,,,,False,,PLAY|WL
AZINES,True,,,,,False,,PLAY|WL
AZLON,True,,,,,False,,PLAY|WL
AZLONS,True,,,,,False,,PLAY|WL
AZO,True,,,,,False,,PLAY|WL
AZOIC,True,,,,,False,,PLAY|WL
AZOLE,True,,,,,False,,PLAY|WL
AZOLES,True,,,,,False,,PLAY|WL
AZON,True,,,,,False,,PLAY|WL
AZONAL,True,,,,,False,,PLAY|WL
AZONIC,True,,,,,False,,PLAY|WL
AZONS,True,,,,,False,,PLAY|WL
AZOTE,True,,,,,False,,PLAY|WL
AZOTED,True,,,,,False,,PLAY|WL
AZOTEMIA,True,,,,,False,,PLAY|WL
AZOTEMIAS,True,,,,,False,,PLAY|WL
AZOTEMIC,True,,,,,False,,PLAY|WL
AZOTES,True,,,,,False,,PLAY|WL
AZOTH,True,,,,,False,,PLAY|WL
AZOTHS,True,,,,,False,,PLAY|WL
AZOTIC,True,,,,,False,,PLAY|WL
AZOTISE,True,,,,,False,,PLAY|WL
AZOTISED,True,,,,,False,,PLAY|WL
AZOTISES,True,,,,,False,,PLAY|WL
AZOTISING,True,,,,,False,,PLAY|WL
AZOTIZE,True,,,,,False,,PLAY|WL
AZOTIZED,True,,,,,False,,PLAY|WL
AZOTIZES,True,,,,,False,,PLAY|WL
AZOTIZING,True,,,,,False,,PLAY|WL
AZOTURIA,True,,,,,False,,PLAY|WL
AZOTURIAS,True,,,,,False,,PLAY|WL
AZURE,True,3.35,noun,atomic=True,,False,,BAS|PLAY|WL
AZURES,True,,,,,False,,PLAY|WL
AZURITE,True,,,,,False,,PLAY|WL
AZURITES,True,,,,,False,,PLAY|WL
AZYGOS,True,,,,,False,,PLAY|WL
AZYGOSES,True,,,,,False,,PLAY|WL
AZYGOUS,True,,,,,False,,PLAY|WL
BA,True,,,,,False,,PLAY|WL
BAA,True,2.92,noun,atomic=True,,False,,BAS|PLAY|WL
BAAED,True,,,,,False,,PLAY|WL
BAAING,True,,,,,False,,PLAY|WL
BAAL,True,2.88,noun,atomic=True,,False,,BAS|PLAY|WL
BAALIM,True,,,,,False,,PLAY|WL
BAALISM,True,,,,,False,,PLAY|WL
BAALISMS,True,,,,,False,,PLAY|WL
BAALS,True,,,,,False,,PLAY|WL
BAAS,True,,,,,False,,PLAY|WL
BAASES,True,,,,,False,,PLAY|WL
BAASKAAP,True,,,,,False,,PLAY|WL
BAASKAAPS,True,,,,,False,,PLAY|WL
BABA,True,3.58,noun,atomic=False,,False,,BAS|PLAY|WL
BABAS,True,,,,,False,,PLAY|WL
BABASSU,True,,,,,False,,PLAY|WL
BABASSUS,True,,,,,False,,PLAY|WL
BABBITT,True,,,,,False,,PLAY|WL
BABBITTED,True,,,,,False,,PLAY|WL
BABBITTS,True,,,,,False,,PLAY|WL
BABBLE,True,2.77,noun,atomic=False,,False,,BAS|PLAY|WL
BABBLED,True,,,,,False,,PLAY|WL
BABBLER,True,,,,,False,,PLAY|WL
BABBLERS,True,,,,,False,,PLAY|WL
BABBLES,True,,,,,False,,PLAY|WL
BABBLING,True,2.85,noun,atomic=False,,False,,BAS|PLAY|WL
BABBLINGS,True,,,,,False,,PLAY|WL
BABE,True,4.11,noun,atomic=True,,False,,BAS|PLAY|WL
BABEL,True,2.91,noun,atomic=False,,False,,BAS|PLAY|WL
BABELS,True,,,,,False,,PLAY|WL
BABES,True,3.39,noun,atomic=True,,False,,BAS|PLAY|WL
BABESIA,True,,,,,False,,PLAY|WL
BABESIAS,True,,,,,False,,PLAY|WL
BABICHE,True,,,,,False,,PLAY|WL
BABICHES,True,,,,,False,,PLAY|WL
BABIED,True,,,,,False,,PLAY|WL
BABIES,True,4.45,noun,atomic=False,,False,,BAS|PLAY|WL
BABIRUSA,True,,,,,False,,PLAY|WL
BABIRUSAS,True,,,,,False,,PLAY|WL
BABKA,True,,,,,False,,PLAY|WL
BABKAS,True,,,,,False,,PLAY|WL
BABOO,True,,,,,False,,PLAY|WL
BABOOL,True,,,,,False,,PLAY|WL
BABOOLS,True,,,,,False,,PLAY|WL
BABOON,True,2.73,noun,atomic=False,,False,,BAS|PLAY|WL
BABOONS,True,2.68,noun,atomic=False,,False,,BAS|PLAY|WL
BABOOS,True,,,,,False,,PLAY|WL
BABU,True,2.98,noun,atomic=True,,False,,BAS|PLAY|WL
BABUL,True,,,,,False,,PLAY|WL
BABULS,True,,,,,False,,PLAY|WL
BABUS,True,,,,,False,,PLAY|WL
BABUSHKA,True,,,,,False,,PLAY|WL
BABUSHKAS,True,,,,,False,,PLAY|WL
BABY,True,5.26,noun,atomic=False,,False,,BAS|PLAY|WL
BABYHOOD,True,,,,,False,,PLAY|WL
BABYHOODS,True,,,,,False,,PLAY|WL
BABYING,True,,,,,False,,PLAY|WL
BABYISH,True,,,,,False,,PLAY|WL
BACALAO,True,,,,,False,,PLAY|WL
BACALAOS,True,,,,,False,,PLAY|WL
BACCA,True,,,,,False,,PLAY|WL
BACCAE,True,,,,,False,,PLAY|WL
BACCARA,True,,,,,False,,PLAY|WL
BACCARAS,True,,,,,False,,PLAY|WL
BACCARAT,True,,,,,False,,PLAY|WL
BACCARATS,True,,,,,False,,PLAY|WL
BACCATE,True,,,,,False,,PLAY|WL
BACCATED,True,,,,,False,,PLAY|WL
BACCHANAL,True,,,,,False,,PLAY|WL
BACCHANT,True,,,,,False,,PLAY|WL
BACCHANTE,True,,,,,False,,PLAY|WL
BACCHANTS,True,,,,,False,,PLAY|WL
BACCHIC,True,,,,,False,,PLAY|WL
BACCHII,True,,,,,False,,PLAY|WL
BACCHIUS,True,,,,,False,,PLAY|WL
BACH,True,3.53,noun,atomic=True,,False,,BAS|PLAY|WL
BACHED,True,,,,,False,,PLAY|WL
BACHELOR,True,3.97,noun,atomic=False,,False,,BAS|PLAY|WL
BACHELORS,True,3.19,noun,atomic=False,,False,,BAS|PLAY|WL
BACHES,True,,,,,False,,PLAY|WL
BACHING,True,,,,,False,,PLAY|WL
BACILLAR,True,,,,,False,,PLAY|WL
BACILLARY,True,,,,,False,,PLAY|WL
BACILLI,True,,,,,False,,PLAY|WL
BACILLUS,True,2.7,noun,atomic=False,,False,,BAS|PLAY|WL
BACK,True,6.04,noun,atomic=True,,False,,BAS|PLAY|WL
BACKACHE,True,,,,,False,,PLAY|WL
BACKACHES,True,,,,,False,,PLAY|WL
BACKBEAT,True,,,,,False,,PLAY|WL
BACKBEATS,True,,,,,False,,PLAY|WL
BACKBENCH,True,,,,,False,,PLAY|WL
BACKBEND,True,,,,,False,,PLAY|WL
BACKBENDS,True,,,,,False,,PLAY|WL
BACKBIT,True,,,,,False,,PLAY|WL
BACKBITE,True,,,,,False,,PLAY|WL
BACKBITER,True,,,,,False,,PLAY|WL
BACKBITES,True,,,,,False,,PLAY|WL
BACKBLOCK,True,,,,,False,,PLAY|WL
BACKBOARD,True,,,,,False,,PLAY|WL
BACKBONE,True,3.53,noun,atomic=False,,False,,BAS|PLAY|WL
BACKBONES,True,,,,,False,,PLAY|WL
BACKCAST,True,,,,,False,,PLAY|WL
BACKCASTS,True,,,,,False,,PLAY|WL
BACKCHAT,True,,,,,False,,PLAY|WL
BACKCHATS,True,,,,,False,,PLAY|WL
BACKCLOTH,True,,,,,False,,PLAY|WL
BACKCOURT,True,,,,,False,,PLAY|WL
BACKCROSS,True,,,,,False,,PLAY|WL
BACKDATE,True,,,,,False,,PLAY|WL
BACKDATED,True,,,,,False,,PLAY|WL
BACKDATES,True,,,,,False,,PLAY|WL
BACKDOOR,True,3.03,noun,atomic=False,,False,,BAS|PLAY|WL
BACKDROP,True,3.58,noun,atomic=False,,False,,BAS|PLAY|WL
BACKDROPS,True,,,,,False,,PLAY|WL
BACKDROPT,True,,,,,False,,PLAY|WL
BACKED,True,4.26,verb,atomic=True,,False,,BAS|PLAY|WL
BACKER,True,3.0,noun,atomic=False,,False,,BAS|PLAY|WL
BACKERS,True,3.23,noun,atomic=False,,False,,BAS|PLAY|WL
BACKFIELD,True,2.73,noun,atomic=False,,False,,BAS|PLAY|WL
BACKFILL,True,,,,,False,,PLAY|WL
