word,pos,zipf,flags,theme_tags
editors,noun,4.04,atomic=False,
edits,verb,3.44,atomic=False,
educate,verb,3.92,atomic=False,
educated,verb,4.29,atomic=False,
educates,verb,2.66,atomic=False,
educating,verb,3.58,atomic=False,
education,noun,5.28,atomic=False,
educator,noun,3.55,atomic=False,
educators,noun,3.82,atomic=False,
eel,noun,3.23,atomic=True,
eels,noun,3.18,atomic=True,
eerie,adj,3.33,atomic=True,
eerily,adv,2.88,atomic=False,
eff,verb,3.39,atomic=True,
effect,noun,5.02,atomic=False,
effected,verb,3.31,atomic=False,
effecting,verb,2.87,atomic=False,
effective,adj,4.89,atomic=False,
effector,noun,2.61,atomic=False,
effects,noun,4.89,atomic=False,
efficacy,noun,3.68,atomic=False,
efficient,adj,4.42,atomic=False,
effigy,noun,2.81,atomic=False,
effluent,noun,2.67,atomic=False,
effort,noun,4.92,atomic=False,
efforts,noun,4.77,atomic=False,
egg,noun,4.46,atomic=True,
eggplant,noun,3.01,atomic=False,
eggs,noun,4.5,atomic=True,
ego,noun,4.02,atomic=True,
egos,noun,3.1,atomic=True,
egregious,adj,3.1,atomic=False,
egress,noun,2.67,atomic=True,
egyptian,noun,4.21,atomic=False,
egyptians,noun,3.49,atomic=False,
eight,noun,5.02,atomic=True,
eighteen,noun,3.81,atomic=False,
eighth,noun,4.2,atomic=True,
eighties,noun,3.22,atomic=False,
eights,noun,2.67,atomic=True,
eighty,noun,3.75,atomic=True,
einstein,noun,3.74,atomic=False,
either,adv,5.33,atomic=False,
eject,verb,2.99,atomic=True,
ejected,verb,3.37,atomic=False,
ejection,noun,3.07,atomic=False,
elaborate,verb,4.06,atomic=False,
elan,noun,2.77,atomic=True,
elapsed,verb,2.95,atomic=True,
elastic,noun,3.59,atomic=False,
elated,verb,2.97,atomic=False,
elation,noun,2.7,atomic=False,
elbow,noun,3.84,atomic=False,
elbows,noun,3.4,atomic=False,
elder,noun,4.06,atomic=False,
elderly,noun,4.15,atomic=False,
elders,noun,3.76,atomic=False,
eldest,noun,3.69,atomic=False,
elect,noun,4.03,atomic=True,
elected,verb,4.63,atomic=False,
electing,verb,3.33,atomic=False,
election,noun,5.08,atomic=False,
elections,noun,4.66,atomic=False,
elective,noun,3.32,atomic=False,
electives,noun,2.74,atomic=False,
elector,noun,2.96,atomic=False,
electoral,adj,4.12,atomic=False,
electors,noun,3.26,atomic=False,
electric,noun,4.72,atomic=False,
electrics,noun,2.69,atomic=True,
electrode,noun,3.38,atomic=False,
electron,noun,3.82,atomic=False,
electrons,noun,3.6,atomic=False,
elects,noun,3.02,atomic=True,
elegance,noun,3.42,atomic=False,
elegant,adj,3.95,atomic=False,
elegantly,adv,2.97,atomic=False,
elegy,noun,2.71,atomic=False,
element,noun,4.46,atomic=False,
elemental,adj,3.38,atomic=False,
elements,noun,4.7,atomic=False,
elephant,noun,4.08,atomic=False,
elephants,noun,3.81,atomic=False,
elevate,verb,3.38,atomic=False,
elevated,noun,4.03,atomic=False,
elevates,verb,2.76,atomic=False,
elevating,verb,3.02,atomic=False,
elevation,noun,3.9,atomic=False,
elevator,noun,3.95,atomic=False,
elevators,noun,3.39,atomic=False,
eleven,noun,4.12,atomic=True,
eleventh,noun,3.48,atomic=True,
elf,noun,3.65,atomic=True,
elicit,verb,3.1,atomic=False,
elicited,verb,2.91,atomic=False,
eligible,adj,4.29,atomic=False,
eliminate,verb,4.15,atomic=False,
elite,noun,4.4,atomic=True,
elites,noun,3.62,atomic=True,
elitism,noun,2.63,atomic=True,
elitist,noun,3.07,atomic=False,
elixir,noun,3.16,atomic=True,
elk,noun,3.49,atomic=True,
ell,noun,2.99,atomic=True,
ellipse,noun,2.68,atomic=False,
elliptic,adj,2.9,atomic=False,
elm,noun,3.36,atomic=True,
elms,noun,2.78,atomic=True,
elongate,verb,2.78,atomic=False,
elongated,verb,3.35,atomic=False,
eloquence,noun,2.83,atomic=False,
eloquent,adj,3.21,atomic=False,
els,noun,2.84,atomic=True,
elsewhere,adv,4.46,atomic=False,
elucidate,verb,2.7,atomic=False,
elude,verb,2.78,atomic=True,
eluded,verb,2.91,atomic=False,
elusive,adj,3.47,atomic=False,
elves,noun,3.4,atomic=True,
emaciated,verb,2.73,atomic=False,
emanating,verb,3.03,atomic=False,
embargo,noun,3.31,atomic=False,
embark,verb,3.4,atomic=False,
embarked,verb,3.5,atomic=False,
embarking,verb,3.16,atomic=False,
embarks,verb,2.72,atomic=False,
embarrass,verb,3.41,atomic=False,
embassies,noun,3.15,atomic=False,
embassy,noun,4.13,atomic=False,
embattled,verb,2.78,atomic=False,
embed,verb,2.94,atomic=False,
embedded,verb,3.89,atomic=False,
embedding,verb,3.0,atomic=False,
ember,noun,2.97,atomic=False,
embers,noun,2.88,atomic=False,
emblem,noun,3.58,atomic=False,
emblems,noun,2.99,atomic=False,
embodied,verb,3.34,atomic=False,
embodies,verb,3.19,atomic=False,
embody,verb,3.17,atomic=False,
embodying,verb,2.67,atomic=False,
embolism,noun,2.77,atomic=False,
embossed,verb,2.93,atomic=False,
embrace,noun,4.16,atomic=False,
embraced,verb,3.75,atomic=False,
embraces,noun,3.35,atomic=False,
embracing,noun,3.67,atomic=False,
embroiled,verb,2.97,atomic=False,
embryo,noun,3.34,atomic=False,
embryonic,adj,3.23,atomic=False,
embryos,noun,3.29,atomic=False,
emcee,noun,2.73,atomic=False,
emerald,noun,3.6,atomic=False,
emeralds,noun,2.8,atomic=False,
emerge,verb,3.89,atomic=True,
emerged,verb,4.16,atomic=True,
emergence,noun,3.74,atomic=False,
emergency,noun,4.72,atomic=False,
emergent,adj,3.15,atomic=False,
emerges,verb,3.61,atomic=True,
emerging,verb,4.19,atomic=False,
emeritus,noun,3.25,atomic=False,
emery,noun,3.3,atomic=True,
emigrant,noun,2.63,atomic=False,
emigrants,noun,3.02,atomic=False,
emigrate,verb,2.89,atomic=False,
emigrated,verb,3.12,atomic=False,
eminence,noun,3.21,atomic=False,
eminent,adj,3.56,atomic=False,
eminently,adv,2.82,atomic=False,
emir,noun,3.05,atomic=True,
emirate,noun,2.75,atomic=False,
emirates,noun,3.73,atomic=False,
emissary,noun,2.84,atomic=False,
emission,noun,3.7,atomic=False,
emissions,noun,4.07,atomic=False,
emit,verb,3.25,atomic=True,
emits,verb,3.02,atomic=True,
emitted,verb,3.32,atomic=False,
emitter,noun,2.9,atomic=False,
emitters,noun,2.7,atomic=False,
emitting,verb,3.21,atomic=False,
emmet,noun,2.87,atomic=False,
emotion,noun,4.19,atomic=False,
emotional,adj,4.66,atomic=False,
emotions,noun,4.37,atomic=False,
emotive,adj,2.88,atomic=False,
empathize,verb,2.76,atomic=False,
empathy,noun,3.72,atomic=False,
emperor,noun,4.25,atomic=False,
emperors,noun,3.21,atomic=False,
emphasis,noun,4.19,atomic=False,
emphasise,verb,3.07,atomic=False,
emphasize,verb,3.69,atomic=False,
emphatic,adj,3.09,atomic=False,
emphysema,noun,2.72,atomic=False,
empire,noun,4.54,atomic=False,
empires,noun,3.4,atomic=False,
empirical,adj,3.62,atomic=False,
employ,noun,3.96,atomic=False,
employed,verb,4.42,atomic=False,
employee,noun,4.5,atomic=False,
employees,noun,4.81,atomic=False,
employer,noun,4.22,atomic=False,
employers,noun,4.25,atomic=False,
employing,verb,3.73,atomic=False,
employs,noun,3.73,atomic=False,
emporium,noun,2.9,atomic=False,
empower,verb,3.51,atomic=False,
empowered,verb,3.59,atomic=False,
empowers,verb,2.95,atomic=False,
empress,noun,3.45,atomic=False,
emptied,verb,3.31,atomic=False,
empties,noun,2.9,atomic=False,
emptiness,noun,3.27,atomic=False,
empty,noun,4.59,atomic=False,
emptying,noun,3.08,atomic=False,
ems,noun,3.36,atomic=True,
emu,noun,3.05,atomic=True,
emulate,verb,3.41,atomic=False,
emulated,verb,2.79,atomic=False,
emulating,verb,2.79,atomic=False,
emulation,noun,3.04,atomic=False,
emulator,noun,2.94,atomic=False,
emulsion,noun,2.89,atomic=False,
enable,verb,4.3,atomic=False,
enabled,verb,4.11,atomic=False,
enables,verb,3.94,atomic=False,
enabling,verb,3.92,atomic=False,
enact,verb,3.43,atomic=False,
enacted,verb,3.75,atomic=False,
enacting,verb,3.11,atomic=False,
enactment,noun,3.22,atomic=False,
enamel,noun,3.35,atomic=False,
enamored,verb,2.78,atomic=False,
encased,verb,3.0,atomic=False,
enchanted,verb,3.44,atomic=False,
encircle,verb,2.61,atomic=False,
encircled,verb,2.93,atomic=False,
enclave,noun,3.19,atomic=False,
enclaves,noun,2.86,atomic=False,
enclose,verb,2.77,atomic=False,
enclosed,verb,3.74,atomic=False,
enclosing,noun,2.84,atomic=False,
enclosure,noun,3.61,atomic=False,
encode,verb,2.95,atomic=False,
encoded,verb,3.31,atomic=False,
encodes,verb,2.69,atomic=False,
encoding,noun,3.38,atomic=False,
encompass,verb,3.27,atomic=False,
encore,noun,3.39,atomic=False,
encounter,noun,4.26,atomic=False,
encourage,verb,4.45,atomic=False,
encrusted,verb,2.75,atomic=False,
encrypt,verb,2.76,atomic=False,
encrypted,verb,3.42,atomic=False,
end,noun,5.68,atomic=True,
endanger,verb,3.23,atomic=False,
endangers,verb,2.6,atomic=False,
endearing,verb,3.13,atomic=False,
endeavor,noun,3.56,atomic=False,
endeavors,noun,3.32,atomic=False,
endeavour,noun,3.45,atomic=False,
ended,verb,4.92,atomic=False,
endemic,noun,3.37,atomic=False,
endgame,noun,3.16,atomic=True,
ending,noun,4.68,atomic=False,
endings,noun,3.54,atomic=False,
endless,adj,4.18,atomic=False,
endlessly,adv,3.46,atomic=False,
endocrine,noun,3.06,atomic=False,
endorse,verb,3.63,atomic=False,
endorsed,verb,3.87,atomic=False,
endorses,verb,3.02,atomic=False,
endorsing,verb,3.24,atomic=False,
endoscopy,noun,2.73,atomic=False,
endowed,verb,3.41,atomic=False,
endowment,noun,3.52,atomic=False,
endpoint,noun,2.93,atomic=False,
endpoints,noun,2.74,atomic=False,
ends,noun,4.75,atomic=True,
endurance,noun,3.74,atomic=False,
endure,verb,3.82,atomic=False,
endured,verb,3.58,atomic=False,
endures,verb,2.98,atomic=False,
enduring,verb,3.67,atomic=False,
enema,noun,2.85,atomic=False,
enemies,noun,4.4,atomic=False,
enemy,noun,4.7,atomic=False,
energetic,adj,3.71,atomic=False,
energies,noun,3.54,atomic=False,
energize,verb,2.76,atomic=False,
energized,verb,3.06,atomic=False,
energy,noun,5.23,atomic=False,
enforce,verb,3.96,atomic=False,
enforced,verb,3.79,atomic=False,
enforcer,noun,2.99,atomic=False,
enforcers,noun,2.74,atomic=False,
enforces,verb,2.88,atomic=False,
enforcing,verb,3.57,atomic=False,
engage,verb,4.36,atomic=False,
engaged,verb,4.52,atomic=False,
engages,verb,3.39,atomic=False,
engaging,verb,4.13,atomic=False,
engender,verb,2.63,atomic=False,
engine,noun,4.84,atomic=False,
engineer,noun,4.5,atomic=False,
engineers,noun,4.41,atomic=False,
engines,noun,4.35,atomic=False,
english,noun,5.19,atomic=False,
engraved,verb,3.52,atomic=False,
engraver,noun,2.7,atomic=False,
engraving,noun,3.31,atomic=False,
engrossed,verb,2.79,atomic=False,
engulf,verb,2.66,atomic=False,
engulfed,verb,3.07,atomic=False,
enhance,verb,4.04,atomic=False,
enhanced,verb,4.08,atomic=False,
enhancer,noun,2.83,atomic=False,
enhances,verb,3.31,atomic=False,
enhancing,verb,3.64,atomic=False,
enigma,noun,3.24,atomic=False,
enigmatic,adj,3.11,atomic=False,
enjoy,verb,5.09,atomic=False,
enjoyable,adj,3.91,atomic=False,
enjoyed,verb,4.59,atomic=False,
enjoying,verb,4.42,atomic=False,
enjoyment,noun,3.81,atomic=False,
enjoys,verb,3.93,atomic=False,
enlarge,verb,3.2,atomic=False,
enlarged,verb,3.62,atomic=False,
enlarging,verb,2.7,atomic=False,
enlighten,verb,3.22,atomic=False,
enlist,verb,3.37,atomic=False,
enlisted,verb,3.75,atomic=False,
enlisting,noun,2.94,atomic=False,
enlists,verb,2.64,atomic=False,
enmity,noun,3.01,atomic=False,
enormity,noun,2.68,atomic=False,
enormous,adj,4.25,atomic=False,
enough,noun,5.54,atomic=True,
enquire,verb,2.91,atomic=False,
enquiries,noun,3.36,atomic=False,
enquiry,noun,3.41,atomic=False,
enraged,verb,3.33,atomic=False,
enrich,verb,3.3,atomic=False,
enriched,verb,3.5,atomic=False,
enriching,verb,3.04,atomic=False,
enrol,verb,2.67,atomic=False,
enroll,verb,3.45,atomic=False,
enrolled,verb,3.92,atomic=False,
enrollees,noun,2.66,atomic=False,
enrolling,verb,3.17,atomic=False,
ensemble,noun,3.72,atomic=False,
ensembles,noun,2.99,atomic=False,
enshrined,verb,3.04,atomic=False,
ensign,noun,3.27,atomic=False,
enslave,verb,2.83,atomic=False,
enslaved,verb,3.32,atomic=False,
ensue,verb,2.91,atomic=False,
ensued,verb,3.34,atomic=False,
ensues,verb,3.03,atomic=False,
ensuing,verb,3.54,atomic=False,
ensure,verb,4.7,atomic=False,
ensured,verb,3.54,atomic=False,
ensures,verb,3.6,atomic=False,
ensuring,verb,4.0,atomic=False,
entail,noun,3.21,atomic=False,
entailed,verb,2.93,atomic=False,
entails,noun,3.37,atomic=False,
entangled,verb,3.18,atomic=False,
entente,noun,2.63,atomic=False,
enter,verb,4.81,atomic=False,
entered,verb,4.72,atomic=False,
entering,noun,4.42,atomic=False,
enters,verb,4.01,atomic=False,
entertain,verb,3.83,atomic=False,
enthused,verb,2.64,atomic=False,
entice,verb,3.15,atomic=False,
enticed,verb,2.75,atomic=False,
enticing,verb,3.12,atomic=False,
entire,noun,5.09,atomic=False,
entirely,adv,4.72,atomic=False,
entirety,noun,3.69,atomic=False,
entities,noun,3.97,atomic=False,
entitle,verb,2.71,atomic=False,
entitled,verb,4.51,atomic=False,
entitles,verb,2.72,atomic=False,
entity,noun,4.12,atomic=False,
entourage,noun,3.19,atomic=False,
entrance,noun,4.39,atomic=False,
entranced,verb,2.62,atomic=False,
entrances,noun,3.32,atomic=False,
entrant,noun,2.94,atomic=False,
entrants,noun,3.3,atomic=False,
entree,noun,2.77,atomic=False,
entries,noun,4.09,atomic=False,
entropy,noun,3.28,atomic=False,
entrust,verb,2.87,atomic=False,
entrusted,verb,3.45,atomic=False,
entry,noun,4.67,atomic=False,
entwined,verb,2.79,atomic=False,
envelope,noun,3.86,atomic=False,
enveloped,verb,2.92,atomic=False,
envelopes,noun,3.33,atomic=False,
enviable,adj,2.87,atomic=False,
envied,verb,2.73,atomic=False,
envious,adj,3.22,atomic=False,
environs,noun,2.91,atomic=False,
envisage,verb,2.7,atomic=False,
envisaged,verb,3.11,atomic=False,
envision,verb,3.17,atomic=False,
envisions,verb,2.65,atomic=False,
envoy,noun,3.48,atomic=False,
envoys,noun,2.94,atomic=False,
envy,noun,3.84,atomic=False,
enzymatic,adj,2.77,atomic=False,
enzyme,noun,3.82,atomic=False,
enzymes,noun,3.62,atomic=False,
eon,noun,2.7,atomic=True,
eons,noun,2.68,atomic=True,
ephemeral,noun,2.99,atomic=False,
epic,noun,4.35,atomic=True,
epicenter,noun,2.9,atomic=False,
epics,noun,2.91,atomic=True,
epidemic,noun,3.8,atomic=False,
epidemics,noun,3.01,atomic=False,
epidermal,adj,2.65,atomic=False,
epidermis,noun,2.71,atomic=False,
epidural,noun,2.9,atomic=False,
epilepsy,noun,3.46,atomic=False,
epileptic,noun,2.92,atomic=False,
epilogue,noun,3.13,atomic=False,
epiphany,noun,3.16,atomic=True,
episcopal,adj,3.44,atomic=False,
episode,noun,4.97,atomic=True,
episodes,noun,4.43,atomic=True,
episodic,adj,3.0,atomic=False,
epistle,noun,2.9,atomic=False,
epistles,noun,2.74,atomic=False,
epitaph,noun,2.83,atomic=False,
epithet,noun,2.87,atomic=False,
epithets,noun,2.6,atomic=False,
epitome,noun,3.28,atomic=False,
epoch,noun,3.19,atomic=True,
eponymous,adj,2.99,atomic=False,
epoxy,noun,3.1,atomic=True,
epsilon,noun,2.88,atomic=False,
equal,noun,4.65,atomic=True,
equaled,verb,2.66,atomic=True,
equaliser,noun,2.86,atomic=False,
equality,noun,4.26,atomic=False,
equalizer,noun,2.97,atomic=False,
equalled,verb,2.82,atomic=True,
equally,adv,4.39,atomic=False,
equals,noun,3.74,atomic=True,
equate,verb,3.2,atomic=True,
equated,verb,2.98,atomic=False,
equates,verb,3.06,atomic=True,
equating,noun,2.9,atomic=False,
equation,noun,4.02,atomic=False,
equations,noun,3.77,atomic=False,
equator,noun,3.26,atomic=False,
equine,noun,3.07,atomic=True,
equinox,noun,3.02,atomic=True,
equip,verb,3.5,atomic=True,
equipment,noun,4.88,atomic=False,
equipped,verb,4.28,atomic=True,
equipping,noun,3.01,atomic=False,
equitable,adj,3.36,atomic=False,
equities,noun,3.23,atomic=False,
equity,noun,4.3,atomic=False,
era,noun,4.67,atomic=True,
eradicate,verb,3.29,atomic=False,
eras,noun,3.21,atomic=True,
erase,verb,3.66,atomic=True,
erased,verb,3.49,atomic=True,
eraser,noun,2.94,atomic=False,
erases,verb,2.64,atomic=False,
erasing,verb,3.04,atomic=False,
erasure,noun,2.92,atomic=False,
erect,verb,3.52,atomic=True,
erected,verb,3.85,atomic=False,
erectile,adj,2.84,atomic=False,
erecting,noun,2.85,atomic=False,
erection,noun,3.52,atomic=False,
erections,noun,2.71,atomic=False,
ergo,adv,2.97,atomic=False,
ergonomic,adj,2.73,atomic=False,
erica,noun,3.56,atomic=False,
erode,verb,3.03,atomic=True,
eroded,verb,3.33,atomic=False,
eroding,noun,2.85,atomic=False,
eros,noun,3.0,atomic=True,
erosion,noun,3.64,atomic=False,
erotic,noun,3.74,atomic=False,
erotica,noun,3.02,atomic=False,
err,verb,3.39,atomic=True,
errand,noun,3.05,atomic=False,
errands,noun,3.3,atomic=False,
errant,adj,2.91,atomic=False,
erratic,adj,3.34,atomic=False,
erred,verb,2.81,atomic=True,
erroneous,adj,3.22,atomic=False,
error,noun,4.55,atomic=False,
errors,noun,4.25,atomic=False,
ers,noun,3.17,atomic=True,
erstwhile,adj,2.9,atomic=False,
erudite,adj,2.75,atomic=False,
erupt,verb,2.97,atomic=True,
erupted,verb,3.39,atomic=False,
erupting,verb,2.69,atomic=False,
eruption,noun,3.52,atomic=False,
eruptions,noun,3.17,atomic=False,
erupts,verb,2.95,atomic=True,
escalate,verb,3.35,atomic=False,
escalated,verb,3.44,atomic=False,
escalates,verb,2.78,atomic=False,
escalator,noun,3.02,atomic=False,
escapades,noun,2.62,atomic=False,
escape,noun,4.64,atomic=False,
escaped,verb,4.18,atomic=False,
escapes,noun,3.56,atomic=False,
escaping,verb,3.73,atomic=False,
escapism,noun,2.64,atomic=False,
escort,noun,4.0,atomic=False,
escorted,verb,3.49,atomic=False,
escorting,verb,2.99,atomic=False,
escorts,noun,3.42,atomic=False,
escrow,noun,3.04,atomic=False,
esophagus,noun,2.91,atomic=False,
esoteric,adj,3.17,atomic=False,
especial,adj,2.73,atomic=False,
espionage,noun,3.47,atomic=False,
esplanade,noun,2.78,atomic=False,
espouse,verb,2.68,atomic=False,
espoused,verb,2.9,atomic=False,
espresso,noun,3.39,atomic=False,
esprit,noun,2.82,atomic=False,
esquire,noun,3.11,atomic=False,
ess,noun,2.82,atomic=True,
essay,noun,4.23,atomic=False,
essayist,noun,2.66,atomic=False,
essays,noun,4.08,atomic=False,
essence,noun,4.03,atomic=True,
essences,noun,2.65,atomic=True,
essential,noun,4.61,atomic=False,
establish,verb,4.46,atomic=False,
estate,noun,4.82,atomic=False,
estates,noun,3.88,atomic=False,
esteem,noun,3.9,atomic=False,
esteemed,verb,3.28,atomic=False,
ester,noun,3.06,atomic=False,
esters,noun,2.89,atomic=False,
estimate,noun,4.29,atomic=False,
estimated,verb,4.62,atomic=False,
estimates,noun,4.3,atomic=False,
estimator,noun,2.76,atomic=False,
estradiol,noun,2.73,atomic=False,
estranged,verb,3.24,atomic=False,
estrogen,noun,3.36,atomic=False,
estuaries,noun,2.75,atomic=False,
estuary,noun,3.26,atomic=False,
eta,noun,3.37,atomic=True,
etcetera,noun,2.7,atomic=True,
etch,verb,2.78,atomic=True,
etched,verb,3.26,atomic=True,
etching,noun,3.13,atomic=False,
etchings,noun,2.69,atomic=False,
eternal,adj,4.11,atomic=False,
eternally,adv,3.26,atomic=False,
eternity,noun,3.8,atomic=False,
ethanol,noun,3.46,atomic=True,
ether,noun,3.4,atomic=True,
ethereal,adj,3.2,atomic=False,
ethic,noun,3.54,atomic=False,
ethical,adj,4.07,atomic=False,
ethically,adv,3.11,atomic=False,
ethics,noun,4.19,atomic=True,
ethnic,noun,4.33,atomic=False,
ethnicity,noun,3.73,atomic=False,
ethos,noun,3.32,atomic=True,
ethyl,noun,2.93,atomic=True,
ethylene,noun,2.91,atomic=False,
etiology,noun,2.61,atomic=False,
etiquette,noun,3.4,atomic=False,
etna,noun,2.65,atomic=False,
etudes,noun,2.63,atomic=True,
etymology,noun,2.94,atomic=False,
euclidean,adj,2.79,atomic=False,
eugenia,noun,2.69,atomic=False,
eugenics,noun,2.97,atomic=False,
eulogy,noun,3.02,atomic=False,
eunuch,noun,2.82,atomic=False,
eunuchs,noun,2.6,atomic=False,
euphemism,noun,2.92,atomic=False,
euphoria,noun,3.24,atomic=False,
euphoric,adj,2.85,atomic=False,
eureka,noun,3.32,atomic=False,
euro,noun,4.09,atomic=False,
euros,noun,3.78,atomic=False,
evacuate,verb,3.53,atomic=False,
evacuated,verb,3.66,atomic=False,
evacuees,noun,2.71,atomic=False,
evade,verb,3.39,atomic=True,
evaded,verb,2.91,atomic=False,
evading,verb,2.97,atomic=False,
evaluate,verb,4.01,atomic=False,
evaluated,verb,3.83,atomic=False,
evaluates,verb,2.97,atomic=False,
evaporate,verb,3.01,atomic=False,
evasion,noun,3.41,atomic=False,
evasive,adj,3.04,atomic=False,
eve,noun,4.32,atomic=True,
even,noun,5.99,atomic=True,
evening,noun,4.86,atomic=True,
evenings,noun,3.63,atomic=True,
evenly,adv,3.65,atomic=False,
evens,noun,2.71,atomic=True,
event,noun,5.18,atomic=True,
eventful,adj,3.02,atomic=False,
events,noun,5.08,atomic=True,
eventual,adj,3.73,atomic=False,
ever,adv,5.66,atomic=False,
evergreen,noun,3.41,atomic=False,
evermore,adv,2.67,atomic=False,
every,adj,5.79,atomic=False,
everyday,adj,4.47,atomic=False,
everyman,noun,2.81,atomic=False,
evict,verb,2.97,atomic=True,
evicted,verb,3.35,atomic=False,
eviction,noun,3.41,atomic=False,
evictions,noun,2.7,atomic=False,
evidence,noun,5.14,atomic=False,
evidenced,verb,3.45,atomic=False,
evidences,noun,2.94,atomic=False,
evident,adj,3.99,atomic=False,
evidently,adv,3.6,atomic=False,
evil,noun,4.74,atomic=True,
evils,noun,3.35,atomic=True,
evocative,adj,3.03,atomic=False,
evoke,verb,3.27,atomic=True,
evoked,verb,3.12,atomic=True,
evokes,verb,3.08,atomic=True,
evoking,verb,2.85,atomic=False,
evolution,noun,4.41,atomic=False,
evolve,verb,3.8,atomic=True,
evolved,verb,4.09,atomic=True,
evolves,verb,3.16,atomic=True,
evolving,verb,3.77,atomic=False,
ewe,noun,2.79,atomic=True,
exact,verb,4.51,atomic=False,
exacting,verb,2.95,atomic=False,
exactly,adv,5.15,atomic=False,
exalt,verb,2.6,atomic=False,
exalted,verb,3.15,atomic=False,
exam,noun,4.26,atomic=False,
examine,verb,4.18,atomic=False,
examined,verb,4.1,atomic=False,
examiner,noun,3.52,atomic=False,
examiners,noun,2.99,atomic=False,
examines,verb,3.59,atomic=False,
examining,verb,3.87,atomic=False,
example,noun,5.27,atomic=False,
examples,noun,4.63,atomic=False,
exams,noun,4.0,atomic=False,
excavate,verb,2.66,atomic=False,
excavated,verb,3.25,atomic=False,
excavator,noun,2.7,atomic=False,
exceed,verb,3.92,atomic=False,
exceeded,verb,3.76,atomic=False,
exceeding,verb,3.61,atomic=False,
exceeds,verb,3.59,atomic=False,
excel,verb,3.73,atomic=False,
excelled,verb,3.19,atomic=False,
excellent,adj,4.73,atomic=False,
excelling,verb,2.64,atomic=False,
excels,verb,2.93,atomic=False,
excelsior,noun,2.85,atomic=False,
except,verb,5.02,atomic=False,
excepting,verb,2.81,atomic=False,
exception,noun,4.35,atomic=False,
excerpt,noun,3.51,atomic=False,
excerpts,noun,3.41,atomic=False,
excess,noun,4.21,atomic=False,
excesses,noun,3.12,atomic=False,
excessive,adj,4.12,atomic=False,
exchange,noun,4.85,atomic=False,
exchanged,verb,3.74,atomic=False,
exchanger,noun,2.84,atomic=False,
exchanges,noun,3.95,atomic=False,
exchequer,noun,3.15,atomic=False,
excise,noun,3.26,atomic=False,
excision,noun,2.72,atomic=False,
excitable,adj,2.74,atomic=False,
excite,verb,3.29,atomic=False,
excited,verb,4.74,atomic=False,
excitedly,adv,3.06,atomic=False,
excites,verb,3.05,atomic=False,
exciting,verb,4.54,atomic=False,
exclaim,verb,2.82,atomic=False,
exclaimed,verb,3.05,atomic=False,
exclaims,verb,2.81,atomic=False,
exclude,verb,3.78,atomic=False,
excluded,verb,3.89,atomic=False,
excludes,verb,3.38,atomic=False,
excluding,verb,3.92,atomic=False,
exclusion,noun,3.68,atomic=False,
exclusive,noun,4.56,atomic=False,
excrement,noun,2.83,atomic=False,
excreted,verb,2.66,atomic=False,
excretion,noun,2.67,atomic=False,
excursion,noun,3.33,atomic=False,
excuse,noun,4.56,atomic=False,
excused,verb,3.28,atomic=False,
excuses,noun,3.95,atomic=False,
excusing,verb,2.65,atomic=False,
exec,noun,3.32,atomic=False,
execs,noun,3.01,atomic=False,
execute,verb,3.95,atomic=False,
executed,verb,4.27,atomic=False,
executes,verb,3.06,atomic=False,
executing,noun,3.54,atomic=False,
execution,noun,4.29,atomic=False,
executive,noun,4.87,atomic=False,
executor,noun,2.97,atomic=False,
executors,noun,2.6,atomic=False,
exegesis,noun,2.67,atomic=False,
exemplar,noun,2.68,atomic=False,
exemplary,adj,3.38,atomic=False,
exemplify,verb,2.73,atomic=False,
exempt,verb,3.78,atomic=False,
exempted,verb,3.09,atomic=False,
exemption,noun,3.65,atomic=False,
exercise,noun,4.68,atomic=False,
exercised,verb,3.52,atomic=False,
exercises,noun,4.12,atomic=False,
exert,verb,3.36,atomic=False,
exerted,verb,3.09,atomic=False,
exerting,verb,2.84,atomic=False,
exertion,noun,2.9,atomic=False,
exerts,verb,2.76,atomic=False,
exes,noun,3.07,atomic=False,
exhale,verb,3.11,atomic=False,
exhaust,noun,3.81,atomic=False,
exhausted,verb,4.08,atomic=False,
exhausts,noun,2.63,atomic=False,
exhibit,noun,4.16,atomic=False,
exhibited,verb,3.86,atomic=False,
exhibitor,noun,2.67,atomic=False,
exhibits,noun,3.82,atomic=False,
exhumed,verb,2.67,atomic=False,
exile,noun,3.84,atomic=False,
exiled,verb,3.37,atomic=False,
exiles,noun,3.09,atomic=False,
exist,verb,4.73,atomic=False,
existed,verb,4.29,atomic=False,
existence,noun,4.55,atomic=False,
existent,adj,3.51,atomic=False,
existing,verb,4.75,atomic=False,
exists,verb,4.48,atomic=False,
exit,noun,4.35,atomic=False,
exited,verb,3.38,atomic=False,
exiting,verb,3.34,atomic=False,
exits,noun,3.53,atomic=False,
exodus,noun,3.69,atomic=False,
exogenous,adj,2.72,atomic=False,
exonerate,verb,2.61,atomic=False,
exorcism,noun,2.89,atomic=False,
exorcist,noun,2.94,atomic=False,
exotic,adj,3.91,atomic=False,
expand,verb,4.35,atomic=False,
expanded,verb,4.28,atomic=False,
expanding,verb,4.17,atomic=False,
expands,verb,3.58,atomic=False,
expanse,noun,3.2,atomic=False,
expansion,noun,4.54,atomic=False,
expansive,adj,3.38,atomic=False,
expat,noun,3.01,atomic=False,
expats,noun,2.93,atomic=False,
