word,pos,zipf,flags,theme_tags
labeling,verb,3.55,atomic=False,
labelled,verb,3.62,atomic=False,
labelling,verb,3.15,atomic=False,
labels,noun,4.08,atomic=False,
labia,noun,2.7,atomic=True,
labor,noun,4.77,atomic=False,
labored,verb,2.97,atomic=False,
laborer,noun,2.89,atomic=False,
laborers,noun,3.29,atomic=False,
laborious,adj,2.8,atomic=False,
labors,noun,2.81,atomic=True,
labour,noun,4.7,atomic=True,
laboured,verb,2.68,atomic=True,
labourer,noun,2.94,atomic=False,
labourers,noun,3.19,atomic=False,
labours,noun,2.69,atomic=True,
labrador,noun,3.3,atomic=True,
labs,noun,3.82,atomic=True,
labyrinth,noun,3.31,atomic=True,
lac,noun,3.31,atomic=True,
lace,noun,3.82,atomic=True,
laced,verb,3.29,atomic=True,
laces,noun,3.12,atomic=True,
lacing,noun,2.61,atomic=False,
lack,noun,4.92,atomic=True,
lacked,verb,3.8,atomic=True,
lackey,noun,2.87,atomic=False,
lacking,verb,4.08,atomic=False,
lacks,noun,3.89,atomic=True,
lacquer,noun,2.92,atomic=False,
lacrosse,noun,3.4,atomic=True,
lacs,noun,2.67,atomic=True,
lactate,noun,2.72,atomic=False,
lactation,noun,2.84,atomic=False,
lactic,adj,2.91,atomic=False,
lactose,noun,3.13,atomic=False,
lacy,adj,3.23,atomic=True,
lad,noun,3.9,atomic=True,
ladder,noun,4.03,atomic=False,
ladders,noun,3.24,atomic=False,
laden,verb,3.74,atomic=True,
ladies,noun,4.64,atomic=True,
ladle,noun,2.66,atomic=False,
lads,noun,3.86,atomic=True,
lady,noun,4.95,atomic=False,
ladybug,noun,2.67,atomic=False,
lag,noun,3.67,atomic=True,
lager,noun,3.16,atomic=True,
lagged,verb,2.98,atomic=True,
lagging,noun,3.21,atomic=False,
lagoon,noun,3.43,atomic=False,
lagoons,noun,2.78,atomic=False,
lags,noun,3.0,atomic=True,
laguna,noun,3.21,atomic=False,
laid,verb,4.56,atomic=True,
lain,verb,2.87,atomic=True,
lair,noun,3.23,atomic=True,
laird,noun,3.16,atomic=True,
laity,noun,2.76,atomic=True,
lake,noun,4.83,atomic=True,
lakes,noun,4.14,atomic=True,
lakeshore,noun,2.7,atomic=True,
lakeside,noun,3.1,atomic=False,
lakh,noun,3.24,atomic=True,
lakhs,noun,3.08,atomic=True,
lam,noun,3.44,atomic=True,
lama,noun,3.48,atomic=True,
lamb,noun,4.02,atomic=True,
lambda,noun,3.06,atomic=False,
lambert,noun,3.73,atomic=False,
lambs,noun,3.23,atomic=True,
lame,noun,3.95,atomic=True,
lament,noun,3.25,atomic=True,
lamented,verb,3.12,atomic=False,
lamenting,verb,2.89,atomic=False,
laments,noun,2.92,atomic=True,
laminate,noun,2.87,atomic=False,
laminated,verb,3.09,atomic=False,
lamp,noun,4.05,atomic=True,
lamps,noun,3.73,atomic=True,
lance,noun,3.94,atomic=True,
lancer,noun,2.85,atomic=True,
lancers,noun,2.64,atomic=True,
lancet,noun,3.07,atomic=True,
land,noun,5.22,atomic=True,
landau,noun,2.85,atomic=False,
landed,verb,4.24,atomic=False,
lander,noun,3.15,atomic=False,
landers,noun,2.72,atomic=False,
landfall,noun,3.07,atomic=False,
landfill,noun,3.35,atomic=False,
landfills,noun,2.8,atomic=False,
landing,noun,4.4,atomic=False,
landings,noun,3.37,atomic=False,
landlady,noun,2.9,atomic=False,
landline,noun,3.01,atomic=False,
landlord,noun,3.89,atomic=False,
landlords,noun,3.57,atomic=False,
landmark,noun,3.89,atomic=False,
landmarks,noun,3.47,atomic=False,
landowner,noun,3.11,atomic=False,
lands,noun,4.37,atomic=True,
landscape,noun,4.36,atomic=False,
landslide,noun,3.47,atomic=False,
lane,noun,4.57,atomic=True,
lanes,noun,3.97,atomic=True,
langley,noun,3.39,atomic=False,
language,noun,5.1,atomic=False,
languages,noun,4.42,atomic=False,
lanky,adj,2.73,atomic=True,
lantern,noun,3.61,atomic=True,
lanterns,noun,3.2,atomic=True,
lanyard,noun,2.65,atomic=False,
lap,noun,4.18,atomic=True,
lapel,noun,2.77,atomic=True,
lapped,verb,2.72,atomic=True,
lapping,noun,2.84,atomic=False,
laps,noun,3.66,atomic=True,
lapse,noun,3.49,atomic=True,
lapsed,verb,2.94,atomic=True,
lapses,noun,2.92,atomic=False,
laptop,noun,4.23,atomic=False,
laptops,noun,3.54,atomic=False,
larceny,noun,2.9,atomic=False,
lard,noun,2.98,atomic=True,
large,noun,5.39,atomic=True,
largely,adv,4.61,atomic=False,
larger,adj,4.82,atomic=False,
largest,adj,4.9,atomic=True,
largo,noun,2.99,atomic=True,
lark,noun,3.14,atomic=True,
larva,noun,2.99,atomic=False,
larvae,noun,3.58,atomic=False,
larval,adj,2.91,atomic=False,
larynx,noun,2.71,atomic=False,
las,noun,4.28,atomic=True,
lasagna,noun,3.12,atomic=True,
laser,noun,4.2,atomic=True,
lasers,noun,3.54,atomic=True,
lash,noun,3.38,atomic=True,
lashed,verb,3.01,atomic=True,
lashes,noun,3.44,atomic=False,
lashing,noun,3.04,atomic=False,
lass,noun,3.08,atomic=True,
lassie,noun,2.71,atomic=True,
lasso,noun,2.74,atomic=False,
last,noun,5.86,atomic=True,
lasted,verb,4.09,atomic=False,
lasting,verb,4.11,atomic=False,
lastly,adv,3.69,atomic=False,
lasts,noun,3.9,atomic=True,
lat,noun,3.13,atomic=True,
latch,noun,3.34,atomic=True,
latched,verb,2.81,atomic=True,
latches,noun,2.61,atomic=False,
late,adj,5.34,atomic=True,
lately,adv,4.41,atomic=False,
latency,noun,3.31,atomic=False,
latent,adj,3.27,atomic=False,
later,adj,5.49,atomic=False,
lateral,noun,3.75,atomic=False,
laterally,adv,2.91,atomic=False,
latest,noun,4.92,atomic=False,
latex,noun,3.4,atomic=False,
lathe,noun,2.91,atomic=True,
lather,noun,2.72,atomic=False,
latino,noun,3.79,atomic=False,
latinos,noun,3.33,atomic=False,
latitude,noun,3.57,atomic=False,
latitudes,noun,2.94,atomic=False,
latte,noun,3.3,atomic=False,
latter,noun,4.56,atomic=False,
latterly,adv,2.76,atomic=False,
lattes,noun,2.74,atomic=False,
lattice,noun,3.36,atomic=False,
laud,verb,2.6,atomic=True,
laudable,adj,2.68,atomic=False,
lauded,verb,3.17,atomic=False,
lauder,noun,2.85,atomic=False,
laugh,noun,4.66,atomic=True,
laughable,adj,3.18,atomic=False,
laughed,verb,4.24,atomic=True,
laughing,verb,4.61,atomic=False,
laughs,noun,4.08,atomic=True,
laughter,noun,4.1,atomic=False,
launch,noun,4.69,atomic=True,
launched,verb,4.63,atomic=True,
launcher,noun,3.37,atomic=False,
launchers,noun,3.2,atomic=False,
launches,noun,3.89,atomic=False,
launching,noun,3.99,atomic=False,
launchpad,noun,2.66,atomic=False,
launder,verb,2.74,atomic=False,
laundered,verb,2.66,atomic=False,
laundry,noun,4.06,atomic=False,
laureate,noun,3.22,atomic=False,
laurel,noun,3.63,atomic=False,
laurels,noun,2.85,atomic=False,
lava,noun,3.73,atomic=False,
lavatory,noun,2.9,atomic=False,
lavender,noun,3.44,atomic=False,
lavish,verb,3.42,atomic=False,
lavishly,adv,2.8,atomic=False,
law,noun,5.46,atomic=True,
lawful,adj,3.62,atomic=False,
lawfully,adv,3.1,atomic=False,
lawless,adj,3.28,atomic=False,
lawmaker,noun,3.07,atomic=False,
lawmakers,noun,3.62,atomic=False,
lawn,noun,3.98,atomic=True,
lawns,noun,3.21,atomic=True,
laws,noun,4.89,atomic=True,
lawsuit,noun,4.09,atomic=False,
lawsuits,noun,3.63,atomic=False,
lawyer,noun,4.67,atomic=True,
lawyers,noun,4.39,atomic=True,
lax,adj,3.54,atomic=True,
laxative,noun,2.66,atomic=False,
laxatives,noun,2.66,atomic=False,
lay,noun,4.64,atomic=True,
layer,noun,4.4,atomic=False,
layered,verb,3.45,atomic=False,
layering,verb,2.99,atomic=False,
layers,noun,4.17,atomic=False,
laying,noun,4.16,atomic=False,
layman,noun,2.93,atomic=False,
laymen,noun,2.62,atomic=False,
layoff,noun,2.79,atomic=False,
layoffs,noun,3.07,atomic=False,
layout,noun,4.08,atomic=False,
layouts,noun,3.15,atomic=False,
layover,noun,2.67,atomic=False,
lays,noun,3.67,atomic=True,
layup,noun,2.93,atomic=True,
lazar,noun,2.8,atomic=True,
lazily,adv,2.69,atomic=False,
laziness,noun,3.17,atomic=False,
lazy,adj,4.24,atomic=True,
lea,noun,3.57,atomic=True,
leach,noun,3.25,atomic=True,
leaching,noun,2.72,atomic=False,
lead,noun,5.2,atomic=True,
leaded,verb,2.64,atomic=False,
leader,noun,4.95,atomic=False,
leaders,noun,4.81,atomic=False,
leading,noun,5.0,atomic=False,
leads,noun,4.65,atomic=True,
leaf,noun,4.22,atomic=True,
leaflet,noun,3.12,atomic=True,
leaflets,noun,3.33,atomic=True,
leafs,noun,3.56,atomic=True,
leafy,adj,3.3,atomic=True,
league,noun,5.13,atomic=True,
leagues,noun,3.9,atomic=True,
leak,noun,4.09,atomic=True,
leakage,noun,3.24,atomic=False,
leaked,verb,4.0,atomic=True,
leaking,verb,3.7,atomic=False,
leaks,noun,3.88,atomic=True,
leaky,adj,3.06,atomic=True,
lean,noun,4.14,atomic=True,
leaned,verb,3.41,atomic=True,
leaner,noun,2.76,atomic=False,
leaning,noun,3.89,atomic=False,
leanings,noun,2.9,atomic=False,
leans,noun,3.27,atomic=True,
leap,noun,3.94,atomic=True,
leaped,verb,2.77,atomic=True,
leaping,noun,3.23,atomic=False,
leaps,noun,3.36,atomic=True,
leapt,verb,3.05,atomic=True,
lear,noun,3.22,atomic=True,
learn,verb,5.17,atomic=True,
learned,verb,4.85,atomic=True,
learner,noun,3.35,atomic=False,
learners,noun,3.48,atomic=False,
learning,noun,4.92,atomic=False,
learns,verb,3.74,atomic=True,
learnt,verb,3.87,atomic=True,
leary,noun,2.86,atomic=True,
lease,noun,4.17,atomic=True,
leased,verb,3.62,atomic=True,
leases,noun,3.41,atomic=False,
leash,noun,3.47,atomic=True,
leasing,verb,3.55,atomic=False,
least,noun,5.44,atomic=True,
leather,noun,4.35,atomic=True,
leathers,noun,2.67,atomic=True,
leathery,adj,2.62,atomic=False,
leave,noun,5.34,atomic=True,
leaved,verb,2.7,atomic=True,
leavers,noun,2.85,atomic=True,
leaves,noun,4.79,atomic=True,
leaving,noun,4.98,atomic=False,
lecture,noun,4.14,atomic=False,
lectured,verb,3.04,atomic=False,
lecturer,noun,3.72,atomic=False,
lecturers,noun,3.14,atomic=False,
lectures,noun,3.96,atomic=False,
lecturing,noun,3.14,atomic=False,
led,noun,5.11,atomic=True,
ledge,noun,3.41,atomic=True,
ledger,noun,3.49,atomic=True,
ledges,noun,2.72,atomic=True,
lee,noun,4.73,atomic=True,
leech,noun,3.17,atomic=True,
leeches,noun,2.87,atomic=False,
leek,noun,2.87,atomic=True,
leeks,noun,2.7,atomic=True,
lees,noun,3.04,atomic=True,
leeward,noun,2.66,atomic=False,
leeway,noun,2.98,atomic=False,
left,noun,5.62,atomic=True,
lefties,noun,2.89,atomic=False,
leftist,noun,3.63,atomic=False,
leftists,noun,3.28,atomic=False,
leftover,noun,3.4,atomic=False,
leftovers,noun,3.38,atomic=False,
lefty,noun,3.25,atomic=True,
leg,noun,4.66,atomic=True,
legacies,noun,3.02,atomic=False,
legacy,noun,4.37,atomic=False,
legal,adj,5.08,atomic=False,
legality,noun,3.37,atomic=False,
legalize,verb,3.26,atomic=False,
legalized,verb,3.28,atomic=False,
legally,adv,4.21,atomic=False,
legation,noun,2.6,atomic=False,
legend,noun,4.44,atomic=False,
legendary,adj,4.23,atomic=False,
legends,noun,4.07,atomic=False,
leger,noun,2.69,atomic=False,
legged,adj,3.5,atomic=True,
leggings,noun,3.28,atomic=False,
legible,adj,2.8,atomic=False,
legion,noun,3.86,atomic=False,
legions,noun,3.28,atomic=False,
legislate,verb,3.01,atomic=False,
legs,noun,4.67,atomic=True,
legumes,noun,2.86,atomic=True,
lei,noun,3.17,atomic=True,
leisure,noun,3.92,atomic=True,
leisurely,adj,3.05,atomic=False,
lemma,noun,2.74,atomic=False,
lemon,noun,4.1,atomic=True,
lemonade,noun,3.44,atomic=False,
lemons,noun,3.29,atomic=True,
lend,verb,3.92,atomic=True,
lender,noun,3.64,atomic=True,
lenders,noun,3.67,atomic=True,
lending,noun,3.87,atomic=False,
lends,verb,3.36,atomic=True,
length,noun,4.77,atomic=True,
lengthen,verb,2.81,atomic=False,
lengths,noun,3.92,atomic=True,
lengthy,adj,3.85,atomic=True,
leniency,noun,2.82,atomic=False,
lenient,adj,3.13,atomic=False,
lens,noun,4.17,atomic=True,
lenses,noun,3.77,atomic=False,
lent,noun,3.75,atomic=True,
lentil,noun,2.66,atomic=True,
lentils,noun,3.0,atomic=True,
leone,noun,3.64,atomic=True,
leopard,noun,3.59,atomic=False,
leopards,noun,2.91,atomic=False,
leper,noun,2.79,atomic=False,
leprosy,noun,3.0,atomic=False,
lesbian,noun,4.15,atomic=False,
lesbians,noun,3.6,atomic=False,
lesion,noun,3.08,atomic=False,
lesions,noun,3.43,atomic=False,
less,adj,5.49,atomic=True,
lessen,verb,3.37,atomic=True,
lessened,verb,2.95,atomic=False,
lessening,noun,2.78,atomic=False,
lessens,verb,2.68,atomic=True,
lesser,adj,4.13,atomic=False,
lesson,noun,4.47,atomic=False,
lessons,noun,4.38,atomic=True,
lest,adj,3.54,atomic=True,
let,noun,5.6,atomic=True,
letdown,noun,2.65,atomic=False,
lethal,adj,3.86,atomic=True,
lethargic,adj,2.78,atomic=False,
lethargy,noun,2.69,atomic=False,
lets,noun,4.51,atomic=True,
letter,noun,4.95,atomic=False,
lettered,verb,2.69,atomic=False,
lettering,noun,3.19,atomic=False,
letterman,noun,3.16,atomic=False,
letters,noun,4.66,atomic=False,
letting,noun,4.53,atomic=False,
lettuce,noun,3.56,atomic=False,
leukaemia,noun,2.76,atomic=True,
leukemia,noun,3.46,atomic=True,
lev,noun,3.15,atomic=True,
levant,noun,3.21,atomic=False,
levee,noun,2.79,atomic=False,
level,noun,5.41,atomic=False,
leveled,verb,3.28,atomic=False,
leveling,noun,3.22,atomic=False,
levelled,verb,3.04,atomic=False,
levelling,verb,2.92,atomic=False,
levels,noun,4.97,atomic=False,
lever,noun,3.64,atomic=True,
leverage,noun,3.88,atomic=False,
leveraged,verb,3.11,atomic=False,
levers,noun,3.11,atomic=True,
leviathan,noun,3.09,atomic=True,
levied,verb,3.22,atomic=True,
levies,noun,3.02,atomic=True,
levity,noun,2.6,atomic=False,
levy,noun,3.85,atomic=True,
lewd,adj,3.19,atomic=True,
lewis,noun,4.48,atomic=True,
lexical,adj,2.98,atomic=False,
lexicon,noun,3.1,atomic=False,
ley,noun,2.98,atomic=True,
liability,noun,4.16,atomic=False,
liable,adj,3.89,atomic=False,
liaison,noun,3.58,atomic=False,
liaisons,noun,2.66,atomic=False,
liar,noun,4.02,atomic=True,
liars,noun,3.46,atomic=True,
libel,noun,3.34,atomic=False,
liberal,noun,4.66,atomic=False,
liberally,adv,2.91,atomic=False,
liberals,noun,4.13,atomic=False,
liberate,verb,3.24,atomic=False,
liberated,verb,3.53,atomic=False,
liberator,noun,2.78,atomic=False,
liberties,noun,3.69,atomic=False,
liberty,noun,4.34,atomic=False,
libido,noun,3.06,atomic=False,
libra,noun,2.93,atomic=False,
librarian,noun,3.59,atomic=False,
libraries,noun,4.14,atomic=False,
library,noun,4.86,atomic=False,
libretto,noun,2.65,atomic=False,
lice,noun,3.21,atomic=True,
licence,noun,3.97,atomic=False,
licences,noun,3.33,atomic=False,
license,noun,4.52,atomic=False,
licensed,verb,4.17,atomic=False,
licensee,noun,3.03,atomic=False,
licensees,noun,2.83,atomic=False,
licenses,noun,3.83,atomic=False,
licensing,verb,3.95,atomic=False,
lichen,noun,2.77,atomic=True,
lick,noun,3.77,atomic=True,
licked,verb,3.26,atomic=True,
licking,noun,3.51,atomic=False,
licks,noun,3.1,atomic=True,
licorice,noun,2.85,atomic=True,
lid,noun,3.81,atomic=True,
lidar,noun,2.65,atomic=False,
lido,noun,2.79,atomic=False,
lids,noun,3.13,atomic=True,
lie,noun,4.84,atomic=True,
lied,noun,4.21,atomic=True,
liege,noun,2.95,atomic=True,
lien,noun,3.2,atomic=True,
liens,noun,2.67,atomic=True,
lies,noun,4.73,atomic=True,
lieu,noun,3.45,atomic=True,
life,noun,5.89,atomic=True,
lifeblood,noun,2.69,atomic=True,
lifeboat,noun,3.19,atomic=True,
lifeboats,noun,2.82,atomic=True,
lifeguard,noun,3.07,atomic=False,
lifeless,adj,3.23,atomic=False,
lifelike,adj,2.75,atomic=False,
lifeline,noun,3.23,atomic=False,
lifelong,adj,3.75,atomic=False,
lifesaver,noun,2.88,atomic=False,
lifestyle,noun,4.29,atomic=False,
lifetime,noun,4.39,atomic=False,
lifetimes,noun,3.1,atomic=False,
lift,noun,4.5,atomic=True,
lifted,verb,4.1,atomic=False,
lifter,noun,2.71,atomic=True,
lifting,verb,4.06,atomic=False,
liftoff,noun,2.68,atomic=True,
lifts,noun,3.76,atomic=True,
ligament,noun,3.34,atomic=False,
ligaments,noun,3.09,atomic=False,
ligand,noun,3.05,atomic=False,
ligands,noun,2.9,atomic=False,
ligature,noun,2.78,atomic=False,
light,noun,5.33,atomic=True,
lightbulb,noun,2.71,atomic=False,
lighted,verb,3.16,atomic=False,
lighten,verb,3.35,atomic=False,
lightened,verb,2.63,atomic=False,
lighter,noun,4.09,atomic=True,
lighters,noun,2.85,atomic=True,
lightest,adj,2.95,atomic=False,
lighting,noun,4.29,atomic=False,
lightly,adv,3.96,atomic=False,
lightness,noun,2.97,atomic=False,
lightning,noun,4.22,atomic=False,
lights,noun,4.64,atomic=True,
likable,adj,2.96,atomic=False,
like,noun,6.41,atomic=True,
likeable,adj,3.02,atomic=False,
liked,verb,4.76,atomic=True,
likely,adj,5.2,atomic=False,
likened,verb,3.13,atomic=True,
likeness,noun,3.34,atomic=False,
likes,noun,4.73,atomic=True,
likewise,adv,4.04,atomic=False,
liking,noun,3.99,atomic=False,
lilac,noun,3.11,atomic=True,
lilies,noun,3.15,atomic=True,
lily,noun,3.95,atomic=True,
lima,noun,3.58,atomic=False,
limb,noun,3.7,atomic=True,
limbo,noun,3.31,atomic=False,
limbs,noun,3.74,atomic=True,
lime,noun,3.86,atomic=True,
limelight,noun,3.11,atomic=False,
limerick,noun,3.07,atomic=False,
limes,noun,2.85,atomic=True,
limestone,noun,3.75,atomic=False,
limit,noun,4.7,atomic=False,
limited,noun,5.02,atomic=False,
limiting,noun,3.95,atomic=False,
limitless,adj,3.27,atomic=False,
limits,noun,4.47,atomic=False,
limo,noun,3.33,atomic=True,
limousine,noun,3.2,atomic=False,
limp,noun,3.43,atomic=True,
limped,verb,2.6,atomic=True,
limping,noun,2.96,atomic=False,
lin,noun,3.8,atomic=True,
linden,noun,3.2,atomic=False,
lindy,noun,2.84,atomic=True,
line,noun,5.49,atomic=True,
lineage,noun,3.46,atomic=False,
lineages,noun,2.81,atomic=False,
linear,adj,4.12,atomic=False,
linearly,adv,2.85,atomic=False,
lined,verb,4.08,atomic=True,
lineman,noun,3.22,atomic=False,
linemen,noun,2.92,atomic=False,
linen,noun,3.61,atomic=True,
linens,noun,2.82,atomic=True,
liner,noun,3.75,atomic=False,
liners,noun,3.39,atomic=False,
lines,noun,4.95,atomic=True,
lineup,noun,4.04,atomic=False,
lineups,noun,2.96,atomic=False,
ling,noun,3.51,atomic=True,
linger,verb,3.31,atomic=True,
lingered,verb,2.9,atomic=False,
lingerie,noun,3.53,atomic=False,
lingering,noun,3.43,atomic=False,
lingers,verb,2.95,atomic=True,
lingo,noun,3.01,atomic=False,
lingua,noun,2.76,atomic=False,
lingual,noun,2.8,atomic=False,
linguist,noun,2.87,atomic=False,
linguists,noun,2.85,atomic=False,
lining,noun,3.88,atomic=False,
linings,noun,2.9,atomic=False,
link,noun,4.99,atomic=True,
linkage,noun,3.14,atomic=False,
linkages,noun,2.85,atomic=False,
linked,verb,4.54,atomic=True,
linking,verb,3.96,atomic=False,
links,noun,4.72,atomic=True,
lino,noun,2.77,atomic=True,
linoleum,noun,2.61,atomic=True,
lint,noun,2.99,atomic=True,
lion,noun,4.25,atomic=False,
lioness,noun,2.75,atomic=False,
lions,noun,4.18,atomic=False,
lip,noun,4.13,atomic=True,
lipid,noun,3.29,atomic=True,
lipids,noun,2.95,atomic=True,
lipped,adj,2.78,atomic=True,
lips,noun,4.35,atomic=True,
lipstick,noun,3.69,atomic=False,
lipsticks,noun,2.92,atomic=False,
liquefied,verb,2.92,atomic=False,
liqueur,noun,2.81,atomic=True,
liquid,noun,4.39,atomic=False,
liquidate,verb,2.8,atomic=False,
liquidity,noun,3.45,atomic=False,
liquids,noun,3.48,atomic=False,
liquor,noun,4.01,atomic=True,
liquors,noun,2.6,atomic=True,
lira,noun,2.99,atomic=False,
lire,noun,2.89,atomic=True,
lis,noun,3.09,atomic=True,
lisle,noun,2.62,atomic=True,
lisp,noun,3.0,atomic=True,
list,noun,5.28,atomic=True,
listed,verb,4.69,atomic=False,
listen,verb,5.06,atomic=False,
listened,verb,4.21,atomic=False,
listener,noun,3.52,atomic=False,
listeners,noun,3.71,atomic=False,
listening,noun,4.66,atomic=False,
listens,verb,3.6,atomic=False,
lister,noun,3.11,atomic=False,
listing,noun,4.32,atomic=False,
listings,noun,3.9,atomic=False,
lists,noun,4.38,atomic=True,
lit,noun,4.19,atomic=True,
litany,noun,2.88,atomic=True,
lite,adj,3.53,atomic=True,
liter,noun,3.46,atomic=True,
literacy,noun,3.9,atomic=False,
literal,noun,3.77,atomic=False,
literally,adv,4.91,atomic=False,
literary,adj,4.31,atomic=False,
literate,noun,3.27,atomic=False,
liters,noun,3.19,atomic=True,
lithium,noun,3.56,atomic=False,
litmus,noun,2.77,atomic=False,
litre,noun,3.5,atomic=True,
litres,noun,3.22,atomic=True,
litter,noun,3.71,atomic=False,
littered,verb,3.1,atomic=False,
littering,verb,2.78,atomic=False,
litters,noun,2.66,atomic=False,
little,noun,5.75,atomic=False,
littlest,adj,2.67,atomic=False,
littoral,noun,2.69,atomic=False,
liturgy,noun,3.19,atomic=False,
livable,adj,2.8,atomic=False,
live,verb,5.54,atomic=True,
lived,verb,4.88,atomic=True,
lively,adj,3.86,atomic=False,
liven,verb,2.63,atomic=False,
liver,noun,4.18,atomic=False,
livers,noun,2.78,atomic=False,
livery,noun,3.1,atomic=False,
lives,noun,5.14,atomic=True,
livestock,noun,3.83,atomic=False,
livid,adj,2.99,atomic=True,
living,noun,5.3,atomic=False,
lizard,noun,3.63,atomic=True,
lizards,noun,3.24,atomic=True,
llama,noun,2.95,atomic=False,
llamas,noun,2.76,atomic=False,
load,noun,4.58,atomic=True,
loaded,verb,4.25,atomic=False,
loader,noun,3.1,atomic=False,
loaders,noun,2.74,atomic=False,
loading,noun,4.1,atomic=False,
loads,noun,4.22,atomic=True,
loaf,noun,3.49,atomic=True,
loafers,noun,2.83,atomic=True,
loam,noun,2.62,atomic=True,
loan,noun,4.68,atomic=True,
loaned,verb,3.34,atomic=True,
loaning,noun,2.64,atomic=False,
loans,noun,4.51,atomic=True,
loath,adj,2.67,atomic=True,
loathe,verb,3.11,atomic=True,
loathed,verb,2.72,atomic=True,
loathing,noun,3.16,atomic=True,
loathsome,adj,2.71,atomic=False,
loaves,noun,2.92,atomic=True,
lob,noun,2.98,atomic=True,
lobbied,verb,3.11,atomic=False,
lobbies,noun,2.99,atomic=False,
lobby,noun,4.03,atomic=False,
lobbying,verb,3.59,atomic=False,
lobbyist,noun,3.1,atomic=False,
lobbyists,noun,3.23,atomic=False,
lobe,noun,3.3,atomic=True,
lobes,noun,3.14,atomic=True,
lobster,noun,3.65,atomic=False,
lobsters,noun,2.98,atomic=False,
local,noun,5.43,atomic=False,
locale,noun,2.98,atomic=False,
locales,noun,2.9,atomic=False,
localised,verb,2.88,atomic=False,
locality,noun,3.67,atomic=False,
localized,verb,3.4,atomic=False,
locally,adv,4.11,atomic=False,
locals,noun,4.0,atomic=False,
locate,verb,3.94,atomic=False,
located,verb,4.86,atomic=False,
locates,verb,2.75,atomic=False,
locating,noun,3.43,atomic=False,
location,noun,4.86,atomic=False,
locations,noun,4.46,atomic=False,
locator,noun,3.03,atomic=False,
loch,noun,3.45,atomic=True,
loci,noun,2.79,atomic=True,
lock,noun,4.51,atomic=True,
lockdown,noun,3.52,atomic=False,
locked,verb,4.43,atomic=True,
locker,noun,3.95,atomic=False,
lockers,noun,3.07,atomic=False,
locket,noun,2.88,atomic=False,
locking,noun,3.76,atomic=False,
lockout,noun,3.13,atomic=False,
locks,noun,3.94,atomic=True,
locksmith,noun,2.81,atomic=False,
loco,adj,3.21,atomic=False,
locus,noun,3.18,atomic=False,
locust,noun,3.0,atomic=False,
locusts,noun,2.81,atomic=False,
lode,noun,2.71,atomic=True,
lodge,noun,4.08,atomic=True,
lodged,verb,3.49,atomic=True,
lodges,noun,3.22,atomic=True,
lodging,noun,3.44,atomic=False,
lodgings,noun,2.86,atomic=False,
loft,noun,3.51,atomic=True,
lofts,noun,2.64,atomic=True,
lofty,adj,3.34,atomic=True,
log,noun,4.37,atomic=True,
logan,noun,4.04,atomic=False,
logged,verb,3.65,atomic=True,
loggers,noun,2.71,atomic=False,
logging,noun,3.76,atomic=False,
logic,noun,4.36,atomic=False,
logical,adj,4.14,atomic=False,
logically,adv,3.43,atomic=False,
logistic,adj,3.11,atomic=False,
logistics,noun,3.86,atomic=False,
logo,noun,4.28,atomic=False,
logos,noun,3.53,atomic=False,
logs,noun,3.81,atomic=True,
loin,noun,2.75,atomic=True,
loins,noun,2.71,atomic=True,
loitering,verb,2.73,atomic=False,
lollipop,noun,3.15,atomic=False,
lollipops,noun,2.62,atomic=False,
lolly,noun,2.81,atomic=False,
lone,adj,3.91,atomic=True,
lonely,adj,4.25,atomic=False,
loner,noun,3.07,atomic=False,
lonesome,adj,3.09,atomic=False,
long,verb,5.81,atomic=True,
longed,verb,3.07,atomic=True,
longer,noun,5.16,atomic=True,
longest,adj,4.22,atomic=False,
longevity,noun,3.55,atomic=False,
longhorn,noun,2.67,atomic=True,
longhorns,noun,2.78,atomic=True,
longing,noun,3.5,atomic=False,
longitude,noun,3.26,atomic=False,
longs,verb,3.02,atomic=True,
longtime,adj,3.73,atomic=False,
loo,noun,3.3,atomic=True,
look,noun,5.81,atomic=True,
looked,verb,5.11,atomic=True,
looking,noun,5.57,atomic=False,
lookout,noun,3.61,atomic=False,
looks,noun,5.36,atomic=True,
lookup,noun,2.86,atomic=True,
loom,noun,3.34,atomic=True,
loomed,verb,2.8,atomic=True,
looming,verb,3.29,atomic=False,
looms,noun,3.23,atomic=True,
loon,noun,2.99,atomic=True,
looney,noun,3.0,atomic=True,
loony,noun,2.78,atomic=True,
loop,noun,4.29,atomic=True,
looped,verb,2.95,atomic=True,
loophole,noun,3.24,atomic=False,
loopholes,noun,3.11,atomic=False,
looping,noun,3.01,atomic=False,
loops,noun,3.65,atomic=True,
loopy,adj,2.67,atomic=True,
loos,noun,2.79,atomic=True,
loose,verb,4.46,atomic=True,
loosely,adv,3.62,atomic=False,
loosen,verb,3.37,atomic=True,
loosened,verb,2.98,atomic=False,
loosening,noun,2.95,atomic=False,
looser,adj,2.99,atomic=False,
loosing,verb,3.1,atomic=False,
loot,noun,3.49,atomic=True,
looted,verb,3.21,atomic=False,
looters,noun,2.84,atomic=False,
looting,noun,3.46,atomic=False,
lop,verb,2.7,atomic=True,
lopes,noun,2.65,atomic=True,
lopsided,adj,2.91,atomic=False,
lord,noun,5.1,atomic=True,
lords,noun,4.08,atomic=True,
lordship,noun,3.29,atomic=False,
lore,noun,3.55,atomic=True,
lorries,noun,2.84,atomic=False,
